,level_0,index,D_l,D_s,alpha,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,length,m_l,mu_l_b,mu_l_l,mu_s_b,mu_s_l,name,q_fitted,q_fitted_log,q_true,q_true_log,rho,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c,tEp_true_2,tEp_fitted_2
10176,10176,3657,6.913,20.9263,172.002,0.842430841,-170552.1602,-21880.49967,3.8775272,0.420042774,0.321012,38323,1.008,0.486,-3.074,19.9301,20.0014,cassan_8_21_2184.det.lc.gz,1.87e-05,-4.727412143,0.00153373,-2.814251087,0.00137969,0.952178981,1.050222721,1.050222721,0.02128141,0.88107,-0.054989586,1760.918508,1760.923269,16.32508213,16.4302,0.070656042,0.6435,1761.142913,0.097075337,0.0941886,0.09804374,0.643852883701,0.070656042
10177,10177,3658,6.984,25.2023,25.5895,0.13486804,-19155.93453,-19074.12743,39.5447027,0.314367923,0.122197,38323,0.4,3.761,-2.639,23.5601,23.6833,cassan_8_21_894.det.lc.gz,0.000280018,-3.552813389,0.00188422,-2.724868391,0.00136185,0.944844028,1.058375743,1.058375743,0.024639878,1.96532,0.293433274,1799.657275,1799.635967,26.98936144,27.2159,0.451633257,1.1814,1800.87638,0.10415918,0.103921,0.113531715,1.181958254,0.451633257
10178,10178,3659,5.089,22.9402,348.642,0.320472128,-19418.21638,-19280.38967,21.75492,0.044273746,0.0309987,38323,0.78,-0.074,-3.211,20.8173,21.0912,cassan_8_22_220.det.lc.gz,2.14e-06,-5.668574139,3.01e-05,-4.521445047,0.000435967,0.869238611,1.1504321,1.1504321,0.060860991,1.17829,0.071252192,1448.943078,1449.364581,134.7043333,131.848,0.197285196,0.7234,1441.798833,0.276146536,0.285125,0.281193489,0.725644094122,0.197285196
10179,10179,3660,3.314,27.0652,328.343,0.379128403,-21642.46728,-19079.52411,9.7782138,0.591175457,0.353601,38323,0.086,-0.387,-3.545,25.7405,25.6337,cassan_8_30_2263.det.lc.gz,2.47e-05,-4.607795601,6.65e-05,-4.17707714,0.000889737,0.93675093,1.067519624,1.067519624,0.028375867,0.984069,-0.006974449,1432.867517,1432.850373,92.04755342,92.2473,0.457208661,0.7523,1426.555998,0.111350241,0.110814,0.130768694,0.756718225371,0.457208661
10180,10180,3661,9.22,23.6086,80.3193,-1.48758007,-19439.69685,-19295.4787,63.1577968,0.385493465,0.108242,38323,0.5,0.118,-9.226,22.8591,22.8904,cassan_8_30_2744.det.lc.gz,0.262767015,-0.580429152,0.0553069,-1.257220683,0.00107536,0.601020637,1.66383638,0.601020637,-0.221110616,0.533772,-0.272644212,214.609927,210.1342164,43.31183653,47.2738,22.20199617,11.1176,168.5774973,0.001879874,0.102741,1.062815743,11.117693886,22.20199617
10181,10181,3662,6.743,24.2346,238.839,0.004753632,-19330.9335,-19282.0812,1.0594472,0.920297626,0.880555,38323,0.3,-1.06,-0.459,23.3207,23.3332,cassan_8_31_1767.det.lc.gz,1.13e-05,-4.946756845,5.58e-07,-6.253424178,0.00326943,0.933449183,1.071295597,1.071295597,0.02990932,1.06874,0.028872064,340.8179608,340.8174875,9.458227957,9.45935,0.03180031,0.0071,339.7052914,0.071849697,0.0718305,0.137846414,0.0317236371142,0.03180031
10182,10182,3663,8.161,24.648,248.561,0.129610008,-32556.28043,-21165.94782,19.898683,0.40053144,0.211364,38323,0.3,1.115,-11.547,23.74,23.7575,cassan_8_31_3244.det.lc.gz,3.08e-05,-4.511445684,0.000168608,-3.773121823,0.00138606,0.578759063,1.727834712,1.727834712,0.237502195,0.570638,-0.243639311,522.7280646,522.722961,18.84337837,18.3398,0.104576939,0.2381,542.6539542,0.449643107,0.468912,1.149075649,0.239493606837,0.104576939
10184,10184,3665,5.854,28.1757,202.37,0.049487139,-19160.43964,-19034.23507,18.1509976,0.463202474,0.873335,38323,0.099,-0.001,-0.004,26.503,26.4364,cassan_8_33_2378.det.lc.gz,0.001960882,-2.707548589,0.000495153,-3.305260585,0.00357131,0.558151937,1.791626857,1.791626857,0.253247564,2.28123,0.358169074,178.0360182,178.0047615,21.10167595,17.2538,0.93442114,0.3839,167.3204087,1.124095615,1.51333,1.23347492,0.388845401896,0.93442114
10186,10186,3667,7.51,23.4939,317.478,0.038333656,-20043.49101,-19313.11397,2.1347973,0.756536077,0.572607,38323,0.6,1.504,-8.171,22.2831,22.3462,cassan_8_33_456.det.lc.gz,2.62e-05,-4.581920627,6.18e-05,-4.208738244,0.0039205,0.961361464,1.040191475,1.040191475,0.01711329,1.15875,0.063989747,166.2207973,166.2197652,7.37901465,7.36137,0.037760528,0.0579,165.8262777,0.057928021,0.058072,0.078830011,0.064667161467,0.037760528
10187,10187,3668,7.923,27.5789,25.244,-0.071712723,-46966.12175,-25854.04035,1.12182969,0.90600628,0.595118,38323,0.15,2.719,-5.645,25.8302,25.7912,cassan_8_34_136.det.lc.gz,6.29e-05,-4.201004544,0.000181687,-3.740676146,0.00621366,0.829208448,1.205969383,0.829208448,-0.081336282,0.81659,-0.087995943,122.6709311,122.6917161,5.104950445,5.12251,0.040503193,0.069,121.8595718,0.341596571,0.344201,0.376760935,0.0760302963212,0.040503193
10189,10189,3670,10.059,22.7157,227.584,0.066414067,-19155.06126,-19126.93765,36.69008,0.556305766,0.574044,38323,0.96,0.039,-8.107,21.3354,21.5137,cassan_8_34_2845.det.lc.gz,0.001015442,-2.99334487,3.32e-05,-4.478686664,0.00144424,0.927488683,1.078180271,1.078180271,0.032691381,1.41474,0.150676633,170.7919161,170.7873586,52.45065329,52.4144,1.67139257,0.3021,165.0281686,0.103113396,0.103193,0.150691588,0.311351370946,1.67139257
10190,10190,3671,8.646,27.9762,179.421,-0.002998119,-19109.61986,-19037.52147,3.04442772,0.978181447,0.926337,38323,0.15,0.011,-0.084,25.9592,26.0468,cassan_8_34_831.det.lc.gz,0.000897725,-3.046856791,0.000117322,-3.930620542,0.0204886,0.700265178,1.428030454,0.700265178,-0.154737469,0.633409,-0.19831577,1784.83748,1784.83881,4.931600363,4.96644,0.147760884,0.0538,1784.781915,0.727678053,0.720054,0.727765276,0.115099829837,0.147760884
10192,10192,3673,5.015,27.7663,99.1553,0.148939679,-19398.77826,-19303.29773,37.1395192,1.662352679,0.607582,38323,0.15,0.091,-4.423,25.5722,25.5837,cassan_8_35_2134.det.lc.gz,0.007201795,-2.142559247,0.00150056,-2.823746635,0.00190416,0.720857359,1.387236999,1.387236999,0.142150663,0.59911,-0.222493431,1846.397342,1840.069789,29.97063301,34.9384,2.543409518,1.3534,1826.425536,0.000793685,0.124725,0.66637964,1.35504512635,2.543409518
10193,10193,3674,4.491,27.9506,190.133,1.14761349,-20422.52488,-19540.15505,22.6818354,0.230137456,0.0727621,38323,0.12,-0.255,-0.884,25.928,25.8921,cassan_8_35_625.det.lc.gz,0.000392003,-3.406711101,0.227513,-0.642993783,0.000539428,0.545722858,1.832431949,1.832431949,0.263027855,0.568132,-0.245550748,1410.694966,1415.06012,28.48261651,21.0602,0.563928874,10.0454,1441.9243,0.673387588,0.510704,1.286709091,10.0453686068,0.563928874
10194,10194,3675,9.036,28.565,256.048,0.019419244,-19260.43398,-19214.04325,5.43847248,2.20446899,0.14968,38323,0.2,-0.017,-0.127,26.0545,26.2226,cassan_8_35_960.det.lc.gz,0.035774012,-1.446432356,0.0279054,-1.554311748,0.00285746,0.372284426,2.686118272,2.686118272,0.429125131,0.518911,-0.284907123,1453.524366,1453.373027,3.811871152,5.39531,0.720978036,0.9013,1459.611881,1.674351946,0.982916,2.313833846,0.901413497656,0.720978036
10195,10195,3676,8.019,27.1888,233.358,-0.515984513,-52569.71521,-25550.63109,5.2833372,0.638097842,0.596441,38323,0.55,4.069,-6.3,24.0231,24.311,cassan_8_36_2332.det.lc.gz,0.000173838,-3.759856265,0.000300984,-3.52145659,0.00486106,0.87407812,1.144062501,0.87407812,-0.058449751,0.851777,-0.069674091,499.8101535,499.7454357,17.68607433,18.6033,0.233186451,0.3227,503.5762332,0.165975755,0.1527,0.26998438,0.335176490043,0.233186451
10196,10196,3677,6.595,30.5372,344.951,-0.029225649,-19198.19611,-19071.98164,0.50499376,0.767170161,0.603604,38323,0.14,-0.007,-0.018,27.4454,27.5156,cassan_8_36_784.det.lc.gz,2.67e-06,-5.573361843,1.96e-05,-4.708486853,0.00425589,0.959608142,1.042092033,0.959608142,-0.017906076,0.947386,-0.023473037,1643.759484,1643.760239,6.806530629,6.82424,0.011123588,0.0302,1643.908497,0.079525481,0.0792743,0.082483891,0.0419080571645,0.011123588
10198,10198,3679,4.738,28.7001,6.53023,0.239695351,-26536.12911,-19795.97621,1.28362,0.874475519,0.746385,38323,0.36,-1.085,-1.27,24.7919,25.0772,cassan_8_37_2358.det.lc.gz,3.03e-06,-5.518557319,4.54e-05,-4.343341316,0.00216749,0.918951557,1.088196644,1.088196644,0.036707382,1.08184,0.034163035,1580.890674,1580.898619,24.66436051,24.685,0.042932996,0.1663,1581.366178,0.16814345,0.165806,0.169245088,0.174720306017,0.042932996
10199,10199,3680,10.633,20.5873,46.7971,0.070826484,-20228.1181,-19236.7224,10.6278104,0.328726214,0.380108,38323,1.06,-0.45,-8.974,20.2656,20.322,cassan_8_43_1425.det.lc.gz,7.02e-05,-4.15371323,6.44e-05,-4.191110761,0.00206321,0.782071969,1.278654701,1.278654701,0.10675328,1.3571,0.13261185,1748.697005,1747.963446,22.92987979,21.7783,0.192107873,0.1748,1756.845035,0.346877447,0.38271,0.496582731,0.180453731548,0.192107873
10200,10200,3681,5.913,22.0247,127.356,0.360122185,-21368.95438,-20411.71845,3.3738516,0.020798873,0.00997898,38323,0.605,0.313,-3.247,21.2426,21.2468,cassan_8_43_2179.det.lc.gz,2.58e-07,-6.587882715,0.000237381,-3.624554045,0.000213272,0.894556061,1.117872925,1.117872925,0.048392438,0.900595,-0.045470469,318.3305165,318.2336426,19.43446625,20.9556,0.009877141,0.3229,315.053358,0.146409206,0.134427,0.223316864,0.322897499224,0.009877141
10201,10201,3682,8.889,26.27,86.6572,-0.454213494,-32461.55675,-19683.21798,8.874696,0.421135223,0.201077,38323,0.15,-4.988,-9.812,24.9182,25.0809,cassan_8_43_2366.det.lc.gz,0.00150958,-2.821143808,9.31e-05,-4.030934181,0.0018732,0.752367648,1.329137426,0.752367648,-0.123569887,0.751108,-0.124297612,1624.25685,1624.257249,15.16128489,15.3012,0.5890662,0.1477,1615.52322,0.028842776,0.0285947,0.576769778,0.150395212438,0.5890662
10205,10205,3686,7.529,24.772,354.274,1.774418922,-25454.10476,-19681.50025,5.371623,0.144030292,0.119874,38323,0.3,0.316,0.636,23.4029,23.5948,cassan_8_45_743.det.lc.gz,0.000206794,-3.684462779,0.023653,-1.626113768,0.000879931,0.81042457,1.233921128,1.233921128,0.091287401,1.11597,0.04765252,1417.070448,1417.897469,12.27474823,10.471,0.176514832,1.6104,1417.314536,0.423029438,0.558589,0.423496558,1.61041713804,0.176514832
10206,10206,3687,4.835,28.8543,98.2741,-0.266504924,-19264.85924,-19233.80318,19.5157705,0.217875448,0.0181295,38323,0.084,-0.002,-0.036,27.2072,27.1013,cassan_8_45_781.det.lc.gz,0.001542291,-2.811833748,3.94e-05,-4.404885331,0.000994791,0.964947343,1.036325979,0.964947343,-0.015496385,0.775141,-0.110619291,313.3917443,313.392908,37.89604485,37.8947,1.48825384,0.2378,310.7310964,0.01286816,0.0128882,0.071378635,0.240831504311,1.48825384
10208,10208,3689,5.561,23.9191,11.3148,0.195497569,-19703.29562,-19324.11915,89.5721431,0.796344994,0.86788,38323,0.5,2.421,-5.264,22.4597,22.5373,cassan_8_47_2128.det.lc.gz,0.001358886,-2.866817003,0.0204803,-1.688663686,0.00181482,0.859761697,1.163112992,1.163112992,0.065621907,0.397295,-0.400886901,1645.713919,1646.376548,42.35785773,42.6331,1.561440665,6.1012,1645.985708,0.303283426,0.281846,0.303351294,6.10168787337,1.561440665
10209,10209,3690,8.364,27.6991,320.229,0.016083151,-18962.93531,-18895.3952,0.72042801,0.82606636,0.557896,38323,0.15,0.037,-0.126,25.7797,25.8812,cassan_8_47_415.det.lc.gz,0.001769663,-2.752109344,0.000645729,-3.189949709,0.00559285,0.875123105,1.142696375,1.142696375,0.05793085,0.847253,-0.071986885,131.5205562,131.5201863,2.740704977,2.73927,0.115294242,0.0696,131.0475119,0.204462387,0.204319,0.267573271,0.0712741510345,0.115294242
10210,10210,3691,7.705,21.4598,141.165,0.096076013,-20059.78575,-19403.25645,13.2325956,0.071266339,0.0396123,38323,1.067,2.705,0.175,19.8999,20.0158,cassan_8_48_1567.det.lc.gz,2.13e-06,-5.672402768,0.000251367,-3.599691738,0.00074584,0.674056635,1.483554864,1.483554864,0.171303612,0.676432,-0.169775855,172.3725346,172.2244236,25.78353551,25.3498,-0.037595952,0.4019,158.6997786,0.611620551,0.608492,0.809498229,0.4023543361,-0.037595952
10211,10211,3692,12.647,34.6931,358.614,0.02513203,-19778.82204,-19076.08194,0.79360179,1.103203857,0.286593,38323,0.095,-0.001,-0.071,30.9819,30.9819,cassan_8_49_3266.det.lc.gz,1.87e-05,-4.728975675,0.000269186,-3.569947531,0.00471946,0.61922898,1.6149115,1.6149115,0.208148727,1.42361,0.15339103,491.3127089,491.3076358,3.187716671,3.72583,0.013771837,0.0611,491.2403969,0.995424076,0.75191,0.99568252,0.0636080374347,0.013771837
10212,10212,3693,6.374,25.9603,283.849,0.192173835,-19220.87154,-19185.00138,5.42541772,0.820912863,0.892809,38323,0.15,-5.049,0.282,24.6652,24.6936,cassan_8_4_3232.det.lc.gz,0.161510833,-0.791798342,0.0179426,-1.746114625,0.00182689,0.658091432,1.519545691,1.519545691,0.181713763,0.971442,-0.012583124,494.4255734,494.5547497,6.701139994,6.56036,2.693081645,0.8788,496.2723864,0.816180021,0.82863,0.861454259,0.878841886657,2.693081645
10213,10213,3694,8.361,24.8512,106.906,-0.057185565,-19640.35732,-19258.23383,6.589618,0.72599294,0.555601,38323,0.25,-0.206,-7.661,23.7837,23.8312,cassan_8_57_1515.det.lc.gz,0.000171834,-3.764890564,2.22e-05,-4.654524325,0.00266664,0.850525642,1.175743506,0.850525642,-0.070312589,0.823302,-0.08444083,1435.684186,1435.685327,17.35852822,17.3411,0.227545168,0.0816,1430.278233,0.093693564,0.0937361,0.325217864,0.0938840313779,0.227545168
10214,10214,3695,6.009,25.0108,202.231,-0.018263318,-19962.8675,-19365.22357,6.38415899,4.585465287,0.895456,38323,0.2,-2.754,0.243,23.9452,23.9623,cassan_8_57_1623.det.lc.gz,0.074855438,-1.125776644,0.0172892,-1.762225102,0.00136435,0.378311653,2.643323283,0.378311653,-0.422150281,1.49205,0.173783377,294.9065284,296.4429089,4.475964146,6.30223,1.224611342,0.8287,296.1715205,2.247310447,1.30425,2.26501163,0.828714763485,1.224611342
10215,10215,3696,7.397,23.25,242.055,0.021098108,-19188.03486,-19106.47873,3.047625,0.961782682,0.971468,38323,0.5,0.552,1.246,22.4563,22.4393,cassan_8_57_2952.det.lc.gz,0.024978027,-1.602441876,0.000347538,-3.458997702,0.00394282,0.668821069,1.495168209,1.495168209,0.174690054,1.17445,0.069834532,184.5936833,184.5884091,11.33919822,11.2875,1.792096572,0.2104,176.5063431,0.417333397,0.420704,0.82634714,0.215080588956,1.792096572
10216,10216,3697,6.864,25.1106,83.0431,0.300699234,-22081.50402,-19748.27633,0.36771,0.54215376,0.331787,38323,0.25,-1.576,-2.981,23.7721,23.9268,cassan_8_58_1926.det.lc.gz,6.83e-05,-4.165408407,1.43e-05,-4.843235875,0.00156262,0.970458772,1.030440477,1.030440477,0.01302291,0.987047,-0.005662167,1401.965746,1401.966355,14.59316279,14.7084,0.120627194,0.0557,1402.834415,0.007381806,0.0073539,0.059981704,0.0601819511567,0.120627194
10217,10217,3698,7.973,31.3703,331.952,-0.02936427,-19798.74512,-19280.11806,0.41901904,0.66128293,0.317789,38323,0.576,0.003,-0.105,31.0423,31.1938,cassan_8_58_3298.det.lc.gz,5.37e-06,-5.269656251,3.81e-05,-4.419279111,0.00169738,0.945514947,1.057624741,0.945514947,-0.024331602,0.977268,-0.009986322,329.994308,329.9931952,4.751709885,4.76158,-0.011015946,0.0294,330.2439673,0.099035627,0.0992369,0.112109794,0.0304819597341,-0.011015946
10218,10218,3699,9.463,25.4514,226.161,0.587759038,-19345.07355,-19154.42805,15.0441082,0.030933495,0.00800582,38323,0.25,-2.374,-9.657,24.2626,24.3772,cassan_8_58_397.det.lc.gz,0.000175706,-3.75521279,0.00253135,-2.596647802,0.000628476,0.944312849,1.058971083,1.058971083,0.024884101,1.46351,0.165395694,1592.759641,1592.772406,16.05290276,19.3369,0.212788023,0.9729,1591.488243,0.082908361,0.064834,0.114658234,0.972964131545,0.212788023
10219,10219,3700,6.204,24.9214,10.8085,-0.003572882,-19382.54141,-19353.23324,1.9509234,0.821745139,0.765711,38323,0.33,-0.587,-1.844,23.4513,23.4394,cassan_8_59_2132.det.lc.gz,2.31e-06,-5.636100231,1.54e-06,-5.813088847,0.00129383,0.860602443,1.161976716,0.860602443,-0.065197425,0.870787,-0.060088063,493.3181916,493.3208147,19.11554126,19.1267,0.029062735,0.0237,492.2395922,0.296045,0.295892,0.301374273,0.0342896235073,0.029062735
10221,10221,3702,8.434,24.3253,197.764,0.245847829,-19058.14094,-19026.08918,100.74897,0.420484393,0.326937,38323,0.454,-1.275,-10.694,23.1082,23.1465,cassan_8_5_1470.det.lc.gz,0.001066083,-2.972208865,8.5e-05,-4.070708316,0.000795329,0.837391016,1.194185251,1.194185251,0.077071703,0.733587,-0.134548373,521.0497825,521.975196,202.1394418,197.547,6.600040938,1.821,530.4495281,0.35375098,0.369491,0.356794235,1.82805758699,6.600040938
10223,10223,3704,4.764,25.8472,101.513,-3.659729179,-19658.34705,-19236.92919,131.2396202,0.319897656,0.228445,38323,0.2,-0.053,-1.63,24.2339,24.2284,cassan_8_60_2412.det.lc.gz,0.034904734,-1.457115663,0.0271339,-1.56648778,0.000739212,0.832247938,1.201565008,0.832247938,-0.079747272,0.408614,-0.388686758,1417.603718,1417.659057,68.95788381,64.7777,12.88326956,10.6704,1396.488214,0.206473557,0.223039,0.369317071,10.6705303865,12.88326956
10224,10224,3705,6.707,26.2235,41.2137,-0.055271601,-19798.4457,-19186.41032,3.0665637,0.84995809,0.776713,38323,0.2,1.013,2.561,24.6128,24.6837,cassan_8_60_404.det.lc.gz,9.72e-05,-4.012349763,0.000180368,-3.74384051,0.0025042,0.963855907,1.037499478,0.963855907,-0.015987887,0.775886,-0.110202084,520.154167,520.1552331,5.999010578,6.01287,0.05914319,0.0808,519.8641015,0.055546722,0.0555094,0.073643572,0.0821453594504,0.05914319
10225,10225,3706,7.863,27.8242,157.656,0.072567913,-21389.29747,-19075.05753,5.6826055,1.008825743,0.855683,38323,0.2,1.737,-4.42,25.4449,25.6687,cassan_8_61_1366.det.lc.gz,0.000122213,-3.912883123,0.00040281,-3.394899756,0.00254291,0.597106307,1.674743656,1.674743656,0.223948341,1.66864,0.22236265,1787.675106,1787.766852,10.60515022,10.9915,0.117239852,0.2206,1791.999589,0.997509036,0.936115,1.077637348,0.222364426626,0.117239852
10226,10226,3707,7.911,27.2505,37.6857,-0.131115879,-19004.26017,-18975.56722,4.8059604,0.069054693,0.00924981,38323,0.25,0.533,-7.944,24.7588,25.0826,cassan_8_61_255.det.lc.gz,2.01e-05,-4.696672951,5.77e-05,-4.239083938,0.0013274,0.950881231,1.051656051,0.950881231,-0.021873725,1.06155,0.025940455,1587.901882,1587.89585,50.21305963,52.2387,0.225154281,0.3967,1584.817952,0.079896997,0.0762534,0.10077482,0.402820981393,0.225154281
10227,10227,3708,8.493,28.798,57.6701,0.00778821,-19485.4518,-19445.66386,7.13148679,0.521244441,0.426374,38323,0.15,0.01,-0.121,26.3301,26.4454,cassan_8_61_638.det.lc.gz,9.84e-05,-4.006939131,0.000367463,-3.434786384,0.00331282,0.454148309,2.201923863,2.201923863,0.342802298,0.424414,-0.372210299,489.6033243,489.586063,4.687572204,4.27291,0.046502725,0.0819,482.3951411,0.830740787,0.97197,1.747775554,0.0831229573924,0.046502725
10228,10228,3709,6.411,31.6764,193.35,1.377837737,-30407.7781,-19483.87265,4.305528,0.844356994,0.622155,38323,0.095,-0.007,-0.016,28.7095,28.7052,cassan_8_62_1230.det.lc.gz,4.8e-05,-4.318891292,0.00174548,-2.758085123,0.0025245,0.930912417,1.074214911,1.074214911,0.031091177,0.909171,-0.041354425,1626.542724,1626.517257,31.52974792,31.8928,0.218411174,1.3324,1625.499099,0.139427459,0.134467,0.143302494,1.33487774456,0.218411174
10229,10229,3710,7.038,22.563,99.398,-0.088304007,-19638.8565,-19377.54529,2.2533534,0.19729513,0.114018,38323,1.067,-4.888,-3.672,20.3393,20.5504,cassan_8_62_2456.det.lc.gz,6.39e-05,-4.194613539,5.24e-06,-5.280972991,0.00147836,0.958421111,1.043382693,0.958421111,-0.018443629,0.926297,-0.033249742,136.0577135,136.0582327,14.72813684,14.7278,0.117717503,0.0337,134.8232984,0.013920676,0.0139121,0.084961582,0.0401330477012,0.117717503
10230,10230,3711,9.472,30.554,325.517,0.02199572,-19392.96661,-19228.35992,3.3943319,0.765986547,0.00297913,38323,0.35,0.02,-0.09,26.3248,26.7392,cassan_8_62_2859.det.lc.gz,4.15e-06,-5.382346354,0.00129653,-2.88721743,0.00139442,0.510695528,1.958113875,1.958113875,0.291837945,0.697719,-0.15631945,1814.435295,1814.346984,5.621647774,9.17387,0.011446968,0.3303,1817.54748,1.337362665,0.635701,1.447418347,0.330574445899,0.011446968
10231,10231,3712,10.129,30.2153,1.84345,0.119095246,-20008.4433,-19277.00458,1.0021332,0.670321476,0.272445,38323,0.54,-0.369,-8.854,25.6719,26.0542,cassan_8_62_502.det.lc.gz,1.28e-05,-4.892803351,0.000135874,-3.866863639,0.0064315,0.931495767,1.073542184,1.073542184,0.030819114,1.03883,0.016544483,1824.298505,1824.303047,8.41458957,8.35111,0.030104489,0.0973,1824.341784,0.141953268,0.14256,0.142046416,0.111179024739,0.030104489
10232,10232,3713,7.376,26.2883,6.04937,0.004947607,-19241.33529,-19203.50282,7.2709194,0.927039332,0.935364,38323,0.15,3.513,-7.151,25.1435,25.0847,cassan_8_69_2838.det.lc.gz,8.05e-05,-4.094207349,4.6e-05,-4.337489598,0.00273347,0.796640102,1.255271982,1.255271982,0.098737835,1.14936,0.060456079,1428.854249,1428.856543,19.99368876,19.8659,0.179386292,0.1347,1429.829471,0.456030764,0.460744,0.45863188,0.145268309769,0.179386292
10233,10233,3714,7.832,25.3431,17.4744,0.167423101,-22096.19451,-19456.12121,5.3180624,0.268406647,0.125632,38323,0.3,1.367,-3.204,24.1151,24.0839,cassan_8_6_2761.det.lc.gz,0.000233499,-3.631714417,0.00118261,-2.927158453,0.00115719,0.704621396,1.419201866,1.419201866,0.152044174,1.52443,0.183107487,160.2517691,160.3443018,11.18132163,10.7219,0.170858241,0.3687,162.7530634,0.678662105,0.713186,0.714580471,0.368925153085,0.170858241
10234,10234,3715,5.398,19.3929,247.296,0.05357157,-19293.95276,-19017.0416,1.6605612,0.402929807,0.321751,38323,1.003,1.838,-3.957,18.8361,18.8215,cassan_8_6_364.det.lc.gz,0.00015031,-3.823012447,9.72e-06,-5.012482547,0.00130094,0.933488712,1.071250233,1.071250233,0.029890929,0.980255,-0.008660934,340.0573817,340.0562444,46.15287627,46.1267,0.565838571,0.1438,334.2023602,0.053706661,0.0537416,0.137761522,0.155826649194,0.565838571
10235,10235,3716,8.44,25.8612,191.432,0.08168877,-19261.8871,-19220.61008,22.4673435,0.118447625,0.0908915,38323,0.2,1.716,-12.355,24.6495,24.7921,cassan_8_70_139.det.lc.gz,0.000163923,-3.785359796,8.42e-05,-4.074851444,0.00229918,0.561606077,1.780607512,1.780607512,0.250568201,1.84612,0.266259927,1424.053317,1424.331974,77.67610363,71.3249,0.99450629,0.6544,1405.211598,1.19462353,1.342,1.219001435,0.674713304785,0.99450629
10236,10236,3717,8.822,20.9771,334.462,-0.129054887,-19456.5587,-19184.34663,44.18326,0.612864061,0.611538,38323,0.901,2.681,-6.809,20.5216,20.5111,cassan_8_70_2001.det.lc.gz,0.00501111,-2.300066095,0.000603795,-3.219110488,0.00182219,0.845542031,1.182673319,0.845542031,-0.072864799,0.569806,-0.244272982,503.0524714,503.0434969,38.67426128,38.588,2.737719691,0.9482,508.5192144,0.306066475,0.307321,0.337131287,0.950797182345,2.737719691
10237,10237,3718,7.447,23.0822,101.747,0.040207925,-19354.77169,-19326.84451,7.56082188,0.032407309,0.0149718,38323,0.55,1.033,-3.245,22.1718,22.2165,cassan_8_70_2458.det.lc.gz,0.000185426,-3.731830408,0.000959928,-3.01776134,0.000611873,0.934428048,1.070173355,1.070173355,0.029454134,1.5029,0.176930084,1791.819737,1791.819627,8.920491218,9.03324,0.121471268,0.2799,1792.981153,0.038414285,0.0373331,0.135745307,0.279928781362,0.121471268
10238,10238,3719,5.552,24.4185,108.601,0.020185395,-19803.77256,-19261.51542,46.0199376,0.827631383,0.701441,38323,0.3,0.792,-2.872,23.1686,23.1462,cassan_8_71_604.det.lc.gz,0.000321497,-3.492822559,0.000473057,-3.325086527,0.00134172,0.315312452,3.171457373,3.171457373,0.501258879,0.313008,-0.504444562,551.3091842,551.369555,16.76637088,16.6257,0.300626866,0.3616,505.2682271,0.785419089,0.80073,2.856144921,0.362294264789,0.300626866
10239,10239,3720,6.062,25.4998,340.081,0.044856734,-19227.39958,-19150.03084,0.5613452,0.201981665,0.0602521,38323,0.2,0.226,4.114,24.22,24.2586,cassan_8_72_2418.det.lc.gz,2.64e-05,-4.578801916,0.000194764,-3.710491315,0.00066092,0.951687371,1.05076523,1.05076523,0.021505694,0.923288,-0.034662809,335.2523399,335.2502833,4.356158889,4.31804,0.022371894,0.0603,335.1044119,0.093076591,0.0935508,0.099077859,0.0603291872617,0.022371894
10240,10240,3721,7.104,25.8188,36.7119,-0.006213951,-19119.09399,-19078.60817,9.5146814,0.822006135,0.448791,38323,0.2,1.4,-1.852,24.3013,24.515,cassan_8_72_78.det.lc.gz,0.000266331,-3.574578884,5.29e-05,-4.276446643,0.00225949,0.493843865,2.024931503,0.493843865,-0.306410337,0.500478,-0.300615008,332.1416134,332.1378306,9.704522537,10.0898,0.158374308,0.0734,323.3765083,1.236310147,1.16352,1.531087638,0.0768451349986,0.158374308
10241,10241,3722,3.721,22.1494,341.6,-0.166621832,-19725.399,-19418.90548,3.1043188,0.224679346,0.167342,38323,0.51,-0.897,-0.949,21.0569,21.1085,cassan_8_73_1307.det.lc.gz,0.000348142,-3.458243597,0.00055935,-3.252316358,0.000395887,0.905448722,1.104424774,0.905448722,-0.04313614,1.12218,0.050062524,1597.935437,1597.940449,21.35157928,21.8614,0.398389795,0.517,1599.282774,0.188704919,0.182369,0.198976051,0.517107249915,0.398389795
10243,10243,3724,8.451,25.6366,10.9759,-34.88452713,-20687.67904,-19615.08931,813.228558,0.10130115,0.122843,38323,0.7,0.045,-8.451,22.834,23.138,cassan_8_75_1073.det.lc.gz,0.000958553,-3.018383766,0.00670418,-2.173654334,0.00139853,0.80535793,1.241683931,0.80535793,-0.094011061,1.31357,0.118453221,1789.127605,1499.993117,1877.886309,939.063,58.14031932,76.8896,1827.180727,0.435855203,1.02691,0.436326002,76.9008081626,58.14031932
