,level_0,index,D_l,D_s,alpha,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,length,m_l,mu_l_b,mu_l_l,mu_s_b,mu_s_l,name,q_fitted,q_fitted_log,q_true,q_true_log,rho,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c,tEp_true_2,tEp_fitted_2
0,0,0,7.776,26.2507,299.248,-0.348915258,-19220.5899,-19057.47574,8.1097952,0.181622512,0.0404942,38323,0.25,-3.463,2.657,24.5438,24.6925,cassan_0_100_1920.det.lc.gz,0.035594471,-1.448617451,0.00657481,-2.182116793,0.000670771,0.564176356,1.772495407,0.564176356,-0.248585119,0.648391,-0.188163022,1399.779596,1399.617332,8.045092333,10.5872,1.517827116,0.8585,1407.638038,0.71126484,0.460375,1.208319051,0.858494624858,1.517827116
1,1,1,5.993,25.7241,30.6511,-0.005772799,-19091.8481,-19044.44455,1.2607749,0.824438623,0.537885,38323,0.3,0.08,2.789,23.9633,24.0747,cassan_0_101_1499.det.lc.gz,5.47e-06,-5.261676035,3.5e-06,-5.456013859,0.0014752,0.927740224,1.077887941,0.927740224,-0.032573613,0.959463,-0.017971768,1392.56495,1392.56511,12.74771833,12.7351,0.029825961,0.0238,1391.588672,0.129147746,0.129359,0.150147717,0.0303411319781,0.029825961
3,3,3,4.678,28.3382,12.4423,0.078647205,-19228.62842,-19181.29112,11.9723758,0.47524648,0.308713,38323,0.16,-0.419,-3.681,25.7907,25.8615,cassan_0_102_250.det.lc.gz,0.001152458,-2.938374742,0.00118715,-2.925494403,0.00120211,0.455905257,2.193438186,2.193438186,0.3411254,2.43944,0.387290141,1615.721466,1616.02171,15.61409835,14.3726,0.530065501,0.4952,1621.897165,1.691917274,1.85072,1.737532929,0.495509860248,0.530065501
4,4,4,7.722,22.4851,32.6974,0.223606829,-19629.09996,-19334.6252,3.90070465,0.014415358,0.00716644,38323,0.7,-0.334,-3.056,21.5541,21.6274,cassan_0_109_2397.det.lc.gz,2.21e-05,-4.65582876,0.00122988,-2.910137261,0.00105404,0.668054185,1.496884567,1.496884567,0.175188311,0.683782,-0.165082336,516.8295883,517.0059103,7.063544761,8.04269,0.033197725,0.2821,513.1160581,0.640754145,0.608801,0.828830382,0.282181649857,0.033197725
5,5,5,4.385,23.6125,119.107,1.298354386,-20549.13064,-19550.05323,22.0464008,0.098498898,0.0599321,38323,0.82,0.089,-3.114,20.8057,21.1131,cassan_0_10_3312.det.lc.gz,0.001296198,-2.887328715,0.00279226,-2.554044145,0.000498386,0.919316694,1.087764431,1.087764431,0.036534854,0.757895,-0.120390958,1614.3773,1614.387206,37.79302313,39.6518,1.360652662,2.0953,1619.891497,0.084180341,0.0769143,0.168447737,2.09536724248,1.360652662
6,6,6,8.937,31.4112,169.898,-0.005355111,-19663.75779,-19633.77166,0.8376021,0.882414463,0.789944,38323,0.19,0.0,-0.091,27.5023,27.6454,cassan_0_10_650.det.lc.gz,4.81e-06,-5.317830929,0.000261596,-3.582368901,0.00593563,0.958805656,1.042964227,0.958805656,-0.018269413,1.15211,0.061493946,1635.86779,1635.867943,3.169521069,3.10223,0.006951494,0.0502,1635.861694,0.084136595,0.0875963,0.084158571,0.0534473539713,0.006951494
7,7,7,3.668,22.6721,289.067,-0.257693726,-23662.74665,-20938.78503,27.1639494,0.547582707,0.580642,38323,0.44,-0.183,-2.428,21.5669,21.5989,cassan_0_110_1693.det.lc.gz,0.000306882,-3.513028583,4.9e-05,-4.309764038,0.0004913,0.80703662,1.239101144,0.80703662,-0.093106758,0.778238,-0.108887567,333.8516583,333.8357717,56.29830615,55.8929,0.986236421,0.3913,356.8460858,0.140915873,0.141808,0.432064524,0.392212772399,0.986236421
10,10,10,7.835,26.0288,233.072,0.007251064,-19323.74603,-19251.94107,1.0029516,0.055908469,0.0762182,38323,0.25,0.783,-1.691,24.5172,24.5745,cassan_0_112_2955.det.lc.gz,2.01e-08,-7.697618208,0.000382565,-3.417294765,0.00114311,0.899473009,1.111762098,1.111762098,0.046011864,1.17375,0.069575605,1800.286739,1800.282197,3.375848126,3.38835,0.000478161,0.0663,1799.712225,0.126902272,0.125734,0.212289089,0.0663867354324,0.000478161
11,11,11,6.007,24.0455,242.155,0.004344156,-18943.82111,-18905.8722,24.23817,0.718875314,0.775889,38323,0.52,-1.036,-1.382,22.4105,22.5091,cassan_0_112_536.det.lc.gz,0.000170411,-3.768502132,2.45e-05,-4.610731115,0.00189392,0.451581084,2.214441739,2.214441739,0.345264259,2.15873,0.334198327,173.4144916,173.4276436,16.1376728,16.322,0.210663764,0.0808,148.3452328,0.833327081,0.81875,1.762860656,0.086501877218,0.210663764
12,12,12,6.974,26.0174,82.0065,-0.007239925,-19344.52782,-19204.75537,7.24223587,0.844818883,0.795426,38323,0.4,2.736,1.062,23.9697,24.0544,cassan_0_114_2380.det.lc.gz,0.000170219,-3.768992272,9.97e-06,-5.001344919,0.00525432,0.699184504,1.430237647,0.699184504,-0.155408205,1.43087,0.155600178,161.9148901,161.9139614,9.964457251,9.96181,0.130004239,0.0315,169.1466608,0.087841009,0.0878706,0.731053142,0.0610666905027,0.130004239
13,13,13,6.488,23.5266,53.8646,0.243604011,-20766.18769,-19238.30202,20.0945622,0.059271848,0.0382339,38323,0.975,5.136,0.488,21.1337,21.328,cassan_0_115_641.det.lc.gz,2.44e-06,-5.612571747,9.12e-06,-5.039989447,0.00158636,0.603361074,1.657382359,1.657382359,0.219422712,1.72117,0.235823768,1417.200213,1417.308506,23.38039633,21.8182,-0.036522962,0.0659,1437.395244,0.604053822,0.671771,1.054021286,0.0744270516872,-0.036522962
14,14,14,6.908,24.6419,110.985,-0.026673133,-19104.83284,-19070.23492,31.9977054,0.98510952,0.865265,38323,0.3,0.113,-5.144,23.45,23.4823,cassan_0_123_1634.det.lc.gz,0.003210786,-2.493388698,6.72e-05,-4.172610693,0.00357835,0.638146209,1.567039004,0.638146209,-0.195079806,1.4925,0.17391434,450.3135022,450.5537541,42.02748509,43.8926,2.381436764,0.3598,484.6642488,0.441358214,0.381784,0.928892795,0.39259860829,2.381436764
15,15,15,5.95,23.5242,263.229,0.563443156,-21925.07034,-20927.19665,34.222032,0.343174787,0.16095,38323,0.417,0.785,-0.119,22.4553,22.4968,cassan_0_123_591.det.lc.gz,0.001832302,-2.737003038,0.0394025,-1.404476222,0.000689356,0.937232343,1.066971288,1.066971288,0.028152733,0.402304,-0.395445649,1621.083251,1621.236357,15.71148052,16.4529,0.672536086,3.2659,1621.986967,0.11629147,0.10958,0.129738945,3.26593070486,0.672536086
17,17,17,8.264,25.7669,91.083,-0.059615657,-19338.0764,-19250.6849,16.43523,0.268589959,0.10685,38323,0.25,2.87,-7.713,24.0513,24.2776,cassan_0_124_499.det.lc.gz,0.002176723,-2.662196845,0.000332546,-3.478148272,0.00189517,0.607660674,1.645655285,0.607660674,-0.216338869,1.65607,0.21907869,333.0699723,333.0689277,15.72246292,15.6526,0.733537223,0.2854,349.357753,0.065021961,0.065411,1.03799461,0.286975670523,0.733537223
18,18,18,7.779,26.3555,8.40615,0.305070086,-21270.7063,-19197.44496,6.6108546,0.112105551,0.0273405,38323,0.25,2.317,-4.508,24.5926,24.6958,cassan_0_125_1956.det.lc.gz,5.21e-05,-4.283531568,0.00101528,-2.993414169,0.00133946,0.579570881,1.725414497,1.725414497,0.236893443,1.67953,0.225187766,148.3270629,148.4885605,17.76108615,18.5178,0.128145611,0.59,151.2924901,1.133614251,1.02371,1.145843616,0.590562271215,0.128145611
19,19,19,11.809,30.0088,227.1,0.011789498,-19773.09885,-19592.04776,1.8555885,0.140893883,0.0344985,38323,0.16,0.003,-0.079,27.667,27.6923,cassan_0_125_2446.det.lc.gz,3.31e-07,-6.480092383,0.0022271,-2.652260282,0.00124642,0.691642411,1.445833835,1.445833835,0.160118384,1.28308,0.108253735,1430.285453,1430.290852,2.890369939,4.5817,0.001663057,0.2162,1428.776002,0.544128576,0.299427,0.754191423,0.216295722633,0.001663057
20,20,20,7.363,27.3105,93.7941,0.015535353,-18889.06005,-18853.86461,7.260225,0.625935765,0.248231,38323,0.35,1.347,2.549,24.6683,24.8015,cassan_0_127_2462.det.lc.gz,0.000142772,-3.845356449,4.6e-05,-4.337568956,0.00395403,0.451941995,2.212673331,2.212673331,0.344917301,2.20707,0.343816108,1606.973117,1606.974011,4.147579328,4.1487,0.049558309,0.0281,1614.25754,0.124741261,0.124569,1.760731335,0.0325704270494,0.049558309
21,21,21,4.982,28.3307,177.314,1.61913016,-19299.69298,-19231.09573,56.877114,0.033076605,0.310855,38323,0.095,-0.006,-0.017,26.7962,26.7212,cassan_0_136_1876.det.lc.gz,0.00432016,-2.364500129,0.00486114,-2.313261871,0.0027111,0.699632439,1.429321946,1.429321946,0.155130062,2.85865,0.456160986,326.7020965,325.9208022,74.92750409,39.0908,4.924829522,2.7255,329.8131857,0.728507211,2.04374,0.729689507,2.72754360536,4.924829522
23,23,23,6.339,25.3106,103.937,-0.400568035,-19570.48705,-19239.40409,41.3750839,0.816736071,0.620373,38323,0.2,-1.581,-3.98,24.0693,24.1327,cassan_0_136_930.det.lc.gz,0.013324862,-1.875337289,0.00107364,-2.969141317,0.00185027,0.910815827,1.097916802,0.910815827,-0.040569431,1.96454,0.293260876,1434.131657,1434.090239,28.54817598,28.5937,3.295412015,0.9369,1436.88248,0.160380995,0.160427,0.187100975,0.938406506716,3.295412015
24,24,24,6.607,25.0163,354.12,0.007906119,-20132.24393,-19448.37935,0.56768111,0.563000064,0.867242,38323,0.3,2.252,6.447,23.573,23.7096,cassan_0_137_1145.det.lc.gz,1.71e-05,-4.767373801,2.77e-05,-4.558213774,0.00315723,0.468174805,2.135954328,2.135954328,0.329591962,2.34738,0.3705834,1399.697338,1399.684063,5.054523088,4.46993,0.020892638,0.0235,1398.798178,1.658265039,1.92556,1.667779523,0.0274339022418,0.020892638
25,25,25,7.117,24.2897,155.254,0.041767743,-20145.06706,-19331.09393,23.1343554,0.961528071,0.89259,38323,0.678,1.655,0.328,22.3548,22.4574,cassan_0_139_2444.det.lc.gz,0.00019052,-3.720060424,9.29e-05,-4.032083404,0.00381141,0.687223089,1.455131551,1.455131551,0.162902258,1.50588,0.177790365,1627.511218,1627.37087,44.30302407,45.4506,0.611509432,0.438,1641.433038,0.700668326,0.670216,0.767908462,0.471081483224,0.611509432
27,27,27,8.333,27.4533,338.623,0.01820094,-19375.61926,-19284.95067,3.33795306,0.581758433,0.0407721,38323,0.15,0.013,-0.1,25.7335,25.8225,cassan_0_150_2912.det.lc.gz,0.000127829,-3.893371685,0.000415326,-3.381610881,0.00120755,0.364630848,2.74249972,2.74249972,0.438146592,2.08326,0.318743475,545.5284631,545.285241,4.002963452,5.16711,0.045258044,0.1053,542.3157519,2.238329863,1.46714,2.377868872,0.105488063187,0.045258044
28,28,28,5.86,25.6393,216.258,-0.082401434,-23889.83754,-19365.98811,2.15683696,0.922292399,0.811773,38323,0.2,-0.709,2.982,24.093,24.1965,cassan_0_150_742.det.lc.gz,8.5e-05,-4.070776448,0.000283636,-3.547238648,0.00255445,0.945531297,1.057606452,0.945531297,-0.024324091,0.828356,-0.081782978,331.2968113,331.2938918,5.859865846,5.86097,0.054013143,0.0987,331.6845244,0.090460733,0.0908067,0.112075154,0.0998364612434,0.054013143
29,29,29,5.926,29.4971,10.377,0.037060856,-26171.4881,-19318.82002,3.2350209,1.445096294,0.801319,38323,0.095,-0.007,-0.024,27.4615,27.4086,cassan_0_151_2503.det.lc.gz,0.000154598,-3.810796442,0.000182296,-3.739222861,0.0041184,0.320869116,3.116535528,3.116535528,0.493672082,2.74563,0.438642011,1781.529779,1781.74951,10.81281904,12.0261,0.13444378,0.1624,1786.943728,2.750464123,2.36616,2.795666412,0.169758622551,0.13444378
30,30,30,5.96,25.3749,301.104,-0.027230123,-19377.80404,-19275.75097,1.0445848,0.820176692,0.662835,38323,0.3,2.386,-2.711,23.6012,23.7822,cassan_0_151_2739.det.lc.gz,2.05e-05,-4.688779328,7.88e-06,-5.103290293,0.00143616,0.944130057,1.059176108,0.944130057,-0.024968176,0.99071,-0.004053453,1612.301424,1612.300796,18.64530198,18.6533,0.084368389,0.0524,1614.138245,0.059418929,0.0593902,0.115046051,0.0588172463117,0.084368389
32,32,32,7.529,25.41,162.499,-0.034144513,-19550.21561,-19507.27491,5.948997,0.488157796,0.318103,38323,0.2,-0.215,-5.498,24.125,24.2543,cassan_0_18_1090.det.lc.gz,3.18e-05,-4.497870903,7.46e-05,-4.12720587,0.00148277,0.901817542,1.108871754,0.901817542,-0.044881321,1.00023,9.99e-05,1398.12706,1398.128271,29.80614994,29.597,0.168023656,0.2556,1396.32908,0.198072336,0.200618,0.207054212,0.259372760051,0.168023656
33,33,33,6.688,25.6566,143.967,-0.071563529,-23946.05496,-19643.35142,2.1186774,0.752195891,0.586898,38323,0.156,-0.409,-4.647,24.4865,24.4881,cassan_0_18_2305.det.lc.gz,7.88e-06,-5.10363061,3.12e-05,-4.505756329,0.00163795,0.886458794,1.12808402,0.886458794,-0.052341447,0.875435,-0.057776094,141.8661945,141.8778967,11.72388297,11.7054,0.032904566,0.0654,140.206389,0.195804361,0.196228,0.241625225,0.068135966271,0.032904566
35,35,35,3.381,23.972,210.762,-0.007037685,-19442.96242,-19394.87715,36.879474,0.809025771,0.995327,38323,0.22,0.955,-1.635,22.8381,22.7979,cassan_0_19_1953.det.lc.gz,6.92e-05,-4.159994302,8.18e-05,-4.087427247,0.00908862,0.763475162,1.309800304,0.763475162,-0.117205087,1.35481,0.131878394,1856.77552,1862.293439,106.4502187,101.877,0.885420162,0.9212,1825.261363,0.459160052,0.499039,0.546325142,1.30626423029,0.885420162
37,37,37,12.084,34.9786,298.984,0.015274069,-20545.33875,-19776.68436,1.23208146,0.687961106,0.196482,38323,0.081,0.002,-0.062,31.4592,31.3866,cassan_0_22_184.det.lc.gz,9.58e-05,-4.018533128,0.000215451,-3.666651486,0.0114358,0.60149974,1.66251111,1.66251111,0.220764556,1.43368,0.156452227,1637.521476,1637.51922,1.42483794,1.92814,0.013947581,0.0283,1636.278504,0.603930105,0.365729,1.06101137,0.035877319239,0.013947581
38,38,38,8.699,25.1006,215.952,-1.9943046,-19426.24318,-19303.62694,96.810045,0.098981676,0.0101028,38323,0.745,-2.704,-9.541,22.7483,23.0088,cassan_0_22_2808.det.lc.gz,0.000201919,-3.694823015,0.000185085,-3.732628777,0.00126962,0.952687165,1.049662509,0.952687165,-0.021049686,1.20424,0.080713049,1440.631374,1440.544032,264.0201947,265.233,3.751678715,3.6084,1455.497758,0.078953495,0.0785998,0.096975344,3.62406644483,3.751678715
39,39,39,9.246,26.2277,75.8564,0.017282694,-19568.15928,-19298.21593,4.99037015,0.42351009,0.417856,38323,0.858,-2.605,-12.033,23.1228,23.359,cassan_0_23_2792.det.lc.gz,4.43e-05,-4.353589848,1.68e-05,-4.775954076,0.00903265,0.520763893,1.92025602,1.92025602,0.283359135,1.91974,0.283242414,1596.132189,1596.133186,3.68648651,3.68293,0.024536789,0.0151,1601.13002,0.347290509,0.348433,1.399492127,0.0365313920307,0.024536789
40,40,40,4.477,30.8247,92.935,0.136218284,-19166.06869,-19122.24411,6.584914,0.177294835,0.00763722,38323,0.099,-0.007,-0.019,27.7169,27.7473,cassan_0_23_2851.det.lc.gz,0.022720622,-1.643579787,0.162504,-0.789135944,0.000572942,0.419861572,2.381737381,2.381737381,0.376893873,0.61378,-0.211987267,1425.389372,1425.568006,4.413516351,9.599,0.665265262,3.8695,1421.371701,1.737898547,0.748535,1.961875809,3.86953213865,0.665265262
42,42,42,5.496,29.8781,340.646,-1.020360361,-19192.32639,-19130.12876,3.38629851,0.264776413,0.484059,38323,0.3,0.006,5.443,25.4796,25.8787,cassan_0_24_1054.det.lc.gz,2.974600156,-0.473428596379,4.44e-05,-4.352969303,0.00187934,0.607992627,1.644756788,0.607992627,-0.216101687,0.46112,-0.336186041,1792.109113,1792.040189,9.377495462,6.37721,-16.17339379,0.0425,1792.052428,1.03674654,1.62292,1.036764161,0.0441512624358,-16.17339379
43,43,43,6.727,30.9749,198.815,0.083343067,-19276.09787,-19057.93395,0.76410215,0.744767673,0.461814,38323,0.25,-0.04,0.003,26.4178,26.8359,cassan_0_24_2793.det.lc.gz,2.39e-05,-4.622349743,0.000177236,-3.75144806,0.00224819,0.942568235,1.060931148,1.060931148,0.0256872,0.96248,-0.016608286,148.4725377,148.4687327,9.264886943,9.20605,0.045254863,0.1226,148.1141385,0.111863124,0.112707,0.118362913,0.12429543499,0.045254863
44,44,44,6.24,30.7086,2.67021,0.017480332,-19303.03883,-19224.22035,2.7716,0.477096875,0.42495,38323,1.195,-0.006,-0.03,30.484,30.5049,cassan_0_30_1802.det.lc.gz,4.53e-06,-5.343958009,1.57e-05,-4.803337545,0.000309117,0.71072876,1.407006522,1.407006522,0.14829611,1.43694,0.157438634,1770.756798,1770.816314,17.41197262,16.4,0.03705689,0.065,1771.413378,0.695255914,0.760152,0.696277762,0.0651795368261,0.03705689
45,45,45,4.957,24.5077,273.78,0.002622829,-19304.14005,-19197.43022,44.1219405,0.971786746,0.939049,38323,0.25,-0.276,-1.971,23.4049,23.3832,cassan_0_30_255.det.lc.gz,6.84e-05,-4.164706367,6.53e-05,-4.185205884,0.0035176,0.274955214,3.636955945,3.636955945,0.56073804,0.274684,-0.561166637,1390.280112,1390.279824,13.16316608,13.1511,0.108894809,0.1063,1434.388851,0.272713893,0.273314,3.362000731,0.115904032199,0.108894809
46,46,46,7.266,25.1372,61.8646,0.002672498,-19364.86268,-19199.50854,6.9224796,0.998360141,0.995622,38323,0.2,4.24,-5.003,24.0872,24.1361,cassan_0_30_3011.det.lc.gz,0.000227523,-3.642974168,1.97e-06,-5.705571253,0.0264934,0.698263899,1.432123302,1.432123302,0.155980411,1.4328,0.156185573,309.7657693,309.7661009,10.61391281,10.6173,0.160098931,0.0149,316.670615,0.339615426,0.339661,0.733859403,0.281682840582,0.160098931
48,48,48,6.759,23.5526,101.548,-0.089936942,-20324.86425,-19519.75431,2.9426456,0.955631928,0.95586,38323,0.4,-1.042,-5.14,22.5837,22.6235,cassan_0_31_2839.det.lc.gz,0.00046798,-3.329772353,2.02e-05,-4.694758293,0.00283031,0.952654241,1.049698786,0.952654241,-0.021064695,1.07136,0.029935428,338.7793901,338.7801978,21.62709201,21.6371,0.467855729,0.0972,336.7268265,0.020255727,0.0202836,0.097044545,0.114922650791,0.467855729
49,49,49,6.645,25.9732,330.365,-0.012097273,-19734.21699,-19380.64518,2.73247392,0.409021259,0.994539,38323,0.15,-0.393,-3.985,24.5888,24.6998,cassan_0_32_1213.det.lc.gz,0.001618541,-2.79087642,0.000300574,-3.522048589,0.0372495,0.567393368,1.762445697,0.567393368,-0.246115745,0.495034,-0.305364972,485.8862583,485.8787468,10.05543598,7.76271,0.404541141,0.1346,492.3675587,1.00632823,1.48382,1.195052329,0.318942468031,0.404541141
52,52,52,7.144,21.5487,285.337,0.042454251,-20289.68242,-19507.38449,11.6004,0.52780288,0.534874,38323,0.831,4.544,0.401,20.6894,20.7014,cassan_0_33_1599.det.lc.gz,0.000217212,-3.663116258,3.58e-05,-4.446080581,0.00104218,0.70268717,1.423108381,1.423108381,0.153237976,0.702731,-0.153210888,133.3597242,133.3609354,16.48942307,16.572,0.243022974,0.0992,144.8994337,0.171031504,0.169859,0.720421211,0.100648318757,0.243022974
53,53,53,7.405,21.6256,342.123,0.002138461,-19083.24166,-19023.41237,4.37183936,0.013400533,0.0253219,38323,0.831,2.777,1.17,20.7648,20.7693,cassan_0_33_2226.det.lc.gz,1.24e-10,-9.908009367,1.54e-06,-5.81295049,0.000467077,0.655784215,1.524891844,1.524891844,0.183239042,1.97218,0.29494655,1638.797314,1638.262133,14.56870525,9.75857,0.000161963,0.0121,1633.868362,0.800552624,1.39506,0.869107629,0.0129394403674,0.000161963
54,54,54,5.843,25.5791,289.165,0.67341835,-19898.42636,-19457.84096,4.72765257,0.04582181,0.00469408,38323,0.2,2.511,4.899,24.1612,24.2478,cassan_0_33_2252.det.lc.gz,0.00085935,-3.065829818,0.00756157,-2.121388023,0.000476324,0.943300058,1.060108066,1.060108066,0.025350139,0.677606,-0.169022757,1762.973617,1762.964033,5.48406922,5.93181,0.16076371,0.5158,1762.382431,0.04497947,0.038318,0.116808008,0.515821851134,0.16076371
55,55,55,5.214,25.3021,319.962,0.137347977,-19721.83443,-19174.91136,17.23744,0.544979198,0.302371,38323,0.2,-2.632,4.596,23.9161,23.9689,cassan_0_33_514.det.lc.gz,0.0002444,-3.611899138,0.00046949,-3.328373654,0.000913925,0.497961786,2.008186227,2.008186227,0.302803984,1.88391,0.275060151,144.6360037,144.541379,16.78752094,18.88,0.262444212,0.4091,128.6824865,1.173741767,0.998731,1.510224441,0.409450250907,0.262444212
56,56,56,7.077,26.5427,63.5879,-0.081020312,-19773.00348,-19531.97323,3.95495222,0.308595478,0.144741,38323,0.15,1.368,-4.793,25.1544,25.0964,cassan_0_33_660.det.lc.gz,0.000214313,-3.668952245,8.8e-05,-4.055378672,0.001294,0.741676116,1.348297428,0.741676116,-0.129785706,0.742324,-0.129406498,300.7278767,300.7375409,6.986011703,7.23026,0.102271161,0.0678,296.9453547,0.273550158,0.257611,0.606621312,0.0684680945525,0.102271161
58,58,58,8.305,22.9458,40.4359,0.039960687,-19293.9858,-19176.25796,1.8379949,0.494584776,0.385959,38323,0.831,-3.208,-11.388,21.636,21.7135,cassan_0_34_3231.det.lc.gz,9.66e-06,-5.015108426,7.63e-06,-5.117216556,0.00133506,0.959046056,1.042702792,1.042702792,0.018160536,0.979944,-0.008798742,144.5347346,144.535823,37.49800675,37.5101,0.116534353,0.1036,146.5654213,0.063763133,0.0637021,0.083656736,0.115079527,0.116534353
59,59,59,7.968,27.1674,140.516,-0.026928228,-22152.61556,-20163.6547,3.3269295,0.896257395,0.851991,38323,0.2,6.165,-10.07,25.6177,25.4977,cassan_0_34_962.det.lc.gz,9.69e-05,-4.013648388,7.63e-05,-4.117275721,0.00500856,0.708601863,1.411229707,0.708601863,-0.14959771,0.721659,-0.141667968,160.7543253,160.7753764,8.666855721,8.6865,0.085317353,0.0759,156.9024466,0.544206656,0.542186,0.702627843,0.0874647620071,0.085317353
60,60,60,3.573,27.516,12.749,-0.417114819,-19102.42629,-18961.43059,6.1002823,0.282446731,0.0642158,38323,0.095,0.631,-3.853,25.8568,25.788,cassan_0_35_1856.det.lc.gz,0.00044412,-3.352499386,0.000642106,-3.192393272,0.000926485,0.919977372,1.086983257,0.919977372,-0.036222855,1.13791,0.056107914,1800.510392,1800.52013,31.51823955,30.9659,0.664220475,0.7847,1799.330845,0.162758681,0.168334,0.167005885,0.78519434296,0.664220475
62,62,62,7.714,30.0813,119.103,0.03472377,-19262.10343,-19236.99819,2.5911795,0.277959102,0.0186175,38323,0.15,0.004,-0.048,26.7866,27.0374,cassan_0_36_1382.det.lc.gz,8.94e-05,-4.048835376,0.000177982,-3.749623917,0.00131608,0.554586698,1.803144582,1.803144582,0.256030551,1.64269,0.215555613,535.1273494,535.0957373,2.348897512,2.84745,0.022204775,0.038,537.6131209,0.662539024,0.491323,1.248557884,0.0381721957754,0.022204775
63,63,63,6.905,32.5193,169.609,-0.125238502,-19570.43083,-19229.5069,9.48467877,2.211244199,0.53628,38323,0.09,0.003,-0.026,29.3185,29.2871,cassan_0_36_1396.det.lc.gz,0.045737642,-1.339726228,0.0190451,-1.720216743,0.00190966,0.544417561,1.836825394,0.544417561,-0.264067875,0.556556,-0.254491131,167.7262101,167.8006565,5.924912488,9.05891,1.267123152,1.2502,166.5417432,1.276852698,0.665225,1.292407833,1.25028537046,1.267123152
64,64,64,5.266,28.8652,235.065,0.304608731,-20668.83335,-19170.20619,1.630425,0.357181849,0.169477,38323,0.17,0.527,-2.611,26.0297,26.0749,cassan_0_36_1527.det.lc.gz,1.22e-06,-5.913177067,5.53e-05,-4.25703462,0.00096339,0.969901377,1.031032663,1.031032663,0.013272424,1.06707,0.02819291,178.3369347,178.3305122,13.23294974,13.0434,0.014624066,0.097,177.6709753,0.034703654,0.0352913,0.061131286,0.0978064724307,0.014624066
66,66,66,5.278,30.5731,132.493,5.901112153,-19293.26167,-19034.33528,2.1525952,0.166208339,0.131501,38323,0.2,0.003,-0.011,26.4475,26.6245,cassan_0_37_212.det.lc.gz,0.0012317,-2.909495216,0.00475619,-2.322740805,0.00103694,0.880257331,1.136031436,1.136031436,0.055390349,0.829813,-0.081019766,163.0735752,161.876672,50.87975403,33.6343,1.785654347,2.3196,154.3898726,0.190504003,0.380627,0.255774104,2.31985626138,1.785654347
68,68,68,8.722,31.4429,321.044,-0.155945033,-19217.90045,-19103.80782,2.6254052,0.484529291,0.157632,38323,0.4,0.006,-0.117,26.3304,26.8173,cassan_0_37_3286.det.lc.gz,0.000796304,-3.09892112,0.000618059,-3.208970065,0.00211841,0.784171434,1.275231355,0.784171434,-0.105588982,0.851756,-0.069684798,161.7248947,161.6895061,13.68254822,14.0396,0.38610589,0.349,165.8874067,0.385473371,0.372531,0.491059921,0.350300444665,0.38610589
69,69,69,8.957,35.1384,28.4856,-0.136367245,-19286.57634,-19037.18834,1.82603556,0.803511099,0.2454,38323,0.092,0.006,-0.086,29.7666,30.1286,cassan_0_37_3328.det.lc.gz,3.63e-05,-4.440152553,0.00048394,-3.31520848,0.00313498,0.95286878,1.049462446,0.95286878,-0.020966902,0.855312,-0.067875435,363.5743953,363.5680416,5.951275753,6.02652,0.035853685,0.1326,363.2974643,0.084646393,0.0822986,0.096593666,0.133914657965,0.035853685
70,70,70,6.271,25.4711,343.954,0.018751936,-21286.59026,-19168.04404,3.28379024,0.930982089,0.788568,38323,0.15,-4.281,3.243,24.3698,24.3982,cassan_0_43_1282.det.lc.gz,0.000233962,-3.630855461,0.000169618,-3.770528062,0.00612508,0.718851314,1.39110826,1.39110826,0.143360929,1.45845,0.163891545,329.6644547,329.6553142,7.423894397,7.48016,0.113554423,0.0974,328.2876787,0.646170998,0.635824,0.672256946,0.107655746742,0.113554423
71,71,71,7.316,32.3823,126.383,0.066398382,-19916.34829,-19302.65559,0.40457046,0.408517322,0.0777726,38323,0.575,-0.001,-0.067,32.2809,32.8043,cassan_0_43_1691.det.lc.gz,1.34e-05,-4.872746751,5.11e-05,-4.291461831,0.00067572,0.953425905,1.048849202,1.048849202,0.020713052,0.983943,-0.00703006,330.5176355,330.5197097,8.741718366,8.79501,0.032005413,0.0629,331.1898662,0.056498917,0.0560887,0.095423297,0.0631507425845,0.032005413
72,72,72,8.434,26.03,240.889,0.029638308,-19124.97338,-19095.52114,16.9506405,0.351483257,0.468378,38323,0.15,-2.034,-7.58,24.8912,24.9674,cassan_0_43_2302.det.lc.gz,0.00131843,-2.879942759,0.00053568,-3.271094568,0.00186052,0.414210123,2.414233607,2.414233607,0.382779291,2.92977,0.466833528,1821.403715,1821.495649,8.928232799,7.3859,0.324185903,0.1709,1805.348761,0.875492898,1.19691,2.000023484,0.171496325237,0.324185903
73,73,73,8.838,24.68,318.633,0.159793389,-19025.38588,-18912.30932,8.3766494,0.210269248,0.137959,38323,0.3,-0.111,-6.142,23.7513,23.7456,cassan_0_43_2943.det.lc.gz,0.000123407,-3.908658699,0.000175518,-3.755678338,0.000814953,0.925205673,1.080840758,1.080840758,0.033761713,1.22993,0.089880395,1394.153173,1394.138993,20.76991935,20.8894,0.230730741,0.2767,1392.003751,0.116244026,0.115579,0.155635085,0.277272575724,0.230730741
