,chi_sub,is_in_matts,name
860,"5350    29.091413
Name: chi_sub, dtype: float64",0,cassan_22_35_1262.det.lc.gz
863,"5356    30.40427
Name: chi_sub, dtype: float64",0,cassan_22_46_2418.det.lc.gz
864,"5357    0.000024
Name: chi_sub, dtype: float64",0,cassan_22_46_615.det.lc.gz
867,"5361    38.629424
Name: chi_sub, dtype: float64",0,cassan_22_49_3048.det.lc.gz
868,"5363    33.727563
Name: chi_sub, dtype: float64",0,cassan_22_4_1119.det.lc.gz
871,"5367    24.374628
Name: chi_sub, dtype: float64",0,cassan_22_56_2689.det.lc.gz
872,"5368    25.482877
Name: chi_sub, dtype: float64",0,cassan_22_56_675.det.lc.gz
873,"5369    15.893706
Name: chi_sub, dtype: float64",0,cassan_22_57_98.det.lc.gz
874,"5370    25.218578
Name: chi_sub, dtype: float64",0,cassan_22_58_2074.det.lc.gz
875,"5371    17.779368
Name: chi_sub, dtype: float64",0,cassan_22_58_2560.det.lc.gz
877,"5376    10.026306
Name: chi_sub, dtype: float64",0,cassan_22_71_2267.det.lc.gz
878,"5378    36.989994
Name: chi_sub, dtype: float64",0,cassan_22_72_2853.det.lc.gz
879,"5379    13.436571
Name: chi_sub, dtype: float64",0,cassan_22_73_2371.det.lc.gz
880,"5380    15.992054
Name: chi_sub, dtype: float64",0,cassan_22_74_1946.det.lc.gz
885,"5389    11.596729
Name: chi_sub, dtype: float64",0,cassan_22_88_1820.det.lc.gz
886,"5391    18.935679
Name: chi_sub, dtype: float64",0,cassan_22_89_3307.det.lc.gz
887,"5392    13.666112
Name: chi_sub, dtype: float64",0,cassan_22_96_218.det.lc.gz
889,"5394    5.311391
Name: chi_sub, dtype: float64",0,cassan_22_96_580.det.lc.gz
890,"5397    22.408517
Name: chi_sub, dtype: float64",0,cassan_22_98_134.det.lc.gz
892,"5402    34.417425
Name: chi_sub, dtype: float64",0,cassan_22_9_1245.det.lc.gz
893,"5404    21.309936
Name: chi_sub, dtype: float64",0,cassan_22_9_711.det.lc.gz
894,"5405    6.141789
Name: chi_sub, dtype: float64",0,cassan_23_100_1583.det.lc.gz
895,"5406    15.00258
Name: chi_sub, dtype: float64",0,cassan_23_101_2748.det.lc.gz
896,"5407    15.544111
Name: chi_sub, dtype: float64",0,cassan_23_101_518.det.lc.gz
897,"5408    22.062288
Name: chi_sub, dtype: float64",0,cassan_23_109_1045.det.lc.gz
898,"5412    12.141596
Name: chi_sub, dtype: float64",0,cassan_23_10_2950.det.lc.gz
900,"5414    11.599661
Name: chi_sub, dtype: float64",0,cassan_23_111_1427.det.lc.gz
902,"5417    1.022777
Name: chi_sub, dtype: float64",0,cassan_23_114_1847.det.lc.gz
903,"5418    17.049871
Name: chi_sub, dtype: float64",0,cassan_23_114_2604.det.lc.gz
904,"5420    36.191362
Name: chi_sub, dtype: float64",0,cassan_23_124_1818.det.lc.gz
906,"5423    36.504419
Name: chi_sub, dtype: float64",0,cassan_23_125_619.det.lc.gz
907,"5424    20.307554
Name: chi_sub, dtype: float64",0,cassan_23_127_2186.det.lc.gz
909,"5427    26.88473
Name: chi_sub, dtype: float64",0,cassan_23_138_2078.det.lc.gz
910,"5428    34.073319
Name: chi_sub, dtype: float64",0,cassan_23_139_2096.det.lc.gz
911,"5429    24.225185
Name: chi_sub, dtype: float64",0,cassan_23_140_1470.det.lc.gz
912,"5435    14.8311
Name: chi_sub, dtype: float64",0,cassan_23_17_3073.det.lc.gz
913,"5437    32.447101
Name: chi_sub, dtype: float64",0,cassan_23_21_1313.det.lc.gz
915,"5440    14.69464
Name: chi_sub, dtype: float64",0,cassan_23_22_2038.det.lc.gz
916,"5443    2.586869
Name: chi_sub, dtype: float64",0,cassan_23_24_369.det.lc.gz
917,"5444    7.314531
Name: chi_sub, dtype: float64",0,cassan_23_30_1756.det.lc.gz
918,"5445    13.016136
Name: chi_sub, dtype: float64",0,cassan_23_30_886.det.lc.gz
919,"5447    39.623357
Name: chi_sub, dtype: float64",0,cassan_23_32_2507.det.lc.gz
920,"5451    27.274696
Name: chi_sub, dtype: float64",0,cassan_23_35_2036.det.lc.gz
921,"5452    18.515264
Name: chi_sub, dtype: float64",0,cassan_23_35_2323.det.lc.gz
922,"5454    14.120021
Name: chi_sub, dtype: float64",0,cassan_23_35_771.det.lc.gz
923,"5455    5.198346
Name: chi_sub, dtype: float64",0,cassan_23_36_1486.det.lc.gz
924,"5457    33.143438
Name: chi_sub, dtype: float64",0,cassan_23_37_1835.det.lc.gz
925,"5458    34.624766
Name: chi_sub, dtype: float64",0,cassan_23_43_1213.det.lc.gz
926,"5460    14.547557
Name: chi_sub, dtype: float64",0,cassan_23_45_1488.det.lc.gz
929,"5463    29.034194
Name: chi_sub, dtype: float64",0,cassan_23_45_485.det.lc.gz
931,"5466    29.524425
Name: chi_sub, dtype: float64",0,cassan_23_48_2180.det.lc.gz
932,"5467    34.523404
Name: chi_sub, dtype: float64",0,cassan_23_49_1529.det.lc.gz
933,"5469    17.849182
Name: chi_sub, dtype: float64",0,cassan_23_49_944.det.lc.gz
935,"5473    8.177258
Name: chi_sub, dtype: float64",0,cassan_23_56_413.det.lc.gz
936,"5476    11.094312
Name: chi_sub, dtype: float64",0,cassan_23_57_1344.det.lc.gz
942,"5490    22.911836
Name: chi_sub, dtype: float64",0,cassan_23_69_1916.det.lc.gz
943,"5494    8.252013
Name: chi_sub, dtype: float64",0,cassan_23_70_1843.det.lc.gz
944,"5496    8.193793
Name: chi_sub, dtype: float64",0,cassan_23_71_1217.det.lc.gz
946,"5498    11.965039
Name: chi_sub, dtype: float64",0,cassan_23_73_160.det.lc.gz
948,"5500    16.039476
Name: chi_sub, dtype: float64",0,cassan_23_73_344.det.lc.gz
949,"5501    11.272279
Name: chi_sub, dtype: float64",0,cassan_23_73_543.det.lc.gz
950,"5504    23.881899
Name: chi_sub, dtype: float64",0,cassan_23_7_1566.det.lc.gz
953,"5509    15.268642
Name: chi_sub, dtype: float64",0,cassan_23_83_2155.det.lc.gz
954,"5511    34.353145
Name: chi_sub, dtype: float64",0,cassan_23_84_1968.det.lc.gz
955,"5513    12.941589
Name: chi_sub, dtype: float64",0,cassan_23_84_2636.det.lc.gz
956,"5514    7.380021
Name: chi_sub, dtype: float64",0,cassan_23_84_2670.det.lc.gz
959,"5518    0.273613
Name: chi_sub, dtype: float64",0,cassan_23_85_95.det.lc.gz
961,"5521    13.076923
Name: chi_sub, dtype: float64",0,cassan_23_88_2449.det.lc.gz
962,"5522    14.665101
Name: chi_sub, dtype: float64",0,cassan_23_88_2970.det.lc.gz
963,"5523    21.593544
Name: chi_sub, dtype: float64",0,cassan_23_88_3189.det.lc.gz
964,"5524    11.167807
Name: chi_sub, dtype: float64",0,cassan_23_88_52.det.lc.gz
965,"5525    31.091167
Name: chi_sub, dtype: float64",0,cassan_23_89_1836.det.lc.gz
966,"5526    39.659914
Name: chi_sub, dtype: float64",0,cassan_23_97_1445.det.lc.gz
967,"5527    10.399689
Name: chi_sub, dtype: float64",0,cassan_23_97_1657.det.lc.gz
968,"5529    15.871748
Name: chi_sub, dtype: float64",0,cassan_23_98_1181.det.lc.gz
970,"5533    8.05803
Name: chi_sub, dtype: float64",0,cassan_23_9_2339.det.lc.gz
971,"5534    17.245073
Name: chi_sub, dtype: float64",0,cassan_23_9_2984.det.lc.gz
972,"5535    0.199372
Name: chi_sub, dtype: float64",0,cassan_23_9_3097.det.lc.gz
973,"5536    12.643268
Name: chi_sub, dtype: float64",0,cassan_24_100_2913.det.lc.gz
974,"5538    12.582338
Name: chi_sub, dtype: float64",0,cassan_24_109_2305.det.lc.gz
975,"5539    34.748463
Name: chi_sub, dtype: float64",0,cassan_24_109_3115.det.lc.gz
976,"5541    8.936646
Name: chi_sub, dtype: float64",0,cassan_24_110_2295.det.lc.gz
977,"5544    18.306519
Name: chi_sub, dtype: float64",0,cassan_24_111_1667.det.lc.gz
978,"5548    8.428334
Name: chi_sub, dtype: float64",0,cassan_24_112_562.det.lc.gz
980,"5552    10.620357
Name: chi_sub, dtype: float64",0,cassan_24_115_1144.det.lc.gz
981,"5553    12.553388
Name: chi_sub, dtype: float64",0,cassan_24_115_1682.det.lc.gz
982,"5555    29.434084
Name: chi_sub, dtype: float64",0,cassan_24_123_3190.det.lc.gz
983,"5556    6.746471
Name: chi_sub, dtype: float64",0,cassan_24_124_2823.det.lc.gz
984,"5557    10.269577
Name: chi_sub, dtype: float64",0,cassan_24_125_1380.det.lc.gz
985,"5561    16.35302
Name: chi_sub, dtype: float64",0,cassan_24_137_1934.det.lc.gz
986,"5562    37.830804
Name: chi_sub, dtype: float64",0,cassan_24_137_980.det.lc.gz
988,"5569    29.584349
Name: chi_sub, dtype: float64",0,cassan_24_18_3069.det.lc.gz
989,"5570    19.264372
Name: chi_sub, dtype: float64",0,cassan_24_18_433.det.lc.gz
991,"5574    12.830661
Name: chi_sub, dtype: float64",0,cassan_24_34_1030.det.lc.gz
992,"5575    13.587554
Name: chi_sub, dtype: float64",0,cassan_24_35_402.det.lc.gz
993,"5576    29.197516
Name: chi_sub, dtype: float64",0,cassan_24_37_1719.det.lc.gz
996,"5581    30.932271
Name: chi_sub, dtype: float64",0,cassan_24_44_30.det.lc.gz
1000,"5591    34.962828
Name: chi_sub, dtype: float64",0,cassan_24_59_2654.det.lc.gz
1001,"5592    38.450614
Name: chi_sub, dtype: float64",0,cassan_24_60_772.det.lc.gz
1002,"5594    22.725536
Name: chi_sub, dtype: float64",0,cassan_24_69_1133.det.lc.gz
1003,"5596    2.217804
Name: chi_sub, dtype: float64",0,cassan_24_6_1589.det.lc.gz
1004,"5599    39.472314
Name: chi_sub, dtype: float64",0,cassan_24_71_882.det.lc.gz
1005,"5600    4.758246
Name: chi_sub, dtype: float64",0,cassan_24_72_1411.det.lc.gz
1007,"5604    19.622366
Name: chi_sub, dtype: float64",0,cassan_24_75_2950.det.lc.gz
1008,"5613    37.610146
Name: chi_sub, dtype: float64",0,cassan_24_82_1701.det.lc.gz
1009,"5614    15.295824
Name: chi_sub, dtype: float64",0,cassan_24_83_1436.det.lc.gz
1010,"5616    8.820978
Name: chi_sub, dtype: float64",0,cassan_24_83_2588.det.lc.gz
1011,"5617    8.191367
Name: chi_sub, dtype: float64",0,cassan_24_83_816.det.lc.gz
1012,"5619    11.141506
Name: chi_sub, dtype: float64",0,cassan_24_84_2631.det.lc.gz
1014,"5623    9.967883
Name: chi_sub, dtype: float64",0,cassan_24_85_3249.det.lc.gz
1015,"5626    13.678111
Name: chi_sub, dtype: float64",0,cassan_24_87_2102.det.lc.gz
1016,"5627    16.18049
Name: chi_sub, dtype: float64",0,cassan_24_89_1119.det.lc.gz
1018,"5629    15.621466
Name: chi_sub, dtype: float64",0,cassan_24_97_2043.det.lc.gz
1021,"5637    17.586033
Name: chi_sub, dtype: float64",0,cassan_25_113_832.det.lc.gz
1022,"5638    6.44747
Name: chi_sub, dtype: float64",0,cassan_25_115_140.det.lc.gz
1023,"5640    2.794275
Name: chi_sub, dtype: float64",0,cassan_25_115_1659.det.lc.gz
1026,"5646    23.148781
Name: chi_sub, dtype: float64",0,cassan_25_124_751.det.lc.gz
1027,"5647    25.062632
Name: chi_sub, dtype: float64",0,cassan_25_126_621.det.lc.gz
1030,"5659    15.169308
Name: chi_sub, dtype: float64",0,cassan_25_18_1884.det.lc.gz
1031,"5660    7.718446
Name: chi_sub, dtype: float64",0,cassan_25_19_3253.det.lc.gz
1032,"5661    17.815547
Name: chi_sub, dtype: float64",0,cassan_25_20_2168.det.lc.gz
1033,"5662    11.990508
Name: chi_sub, dtype: float64",0,cassan_25_21_1781.det.lc.gz
1034,"5663    20.450389
Name: chi_sub, dtype: float64",0,cassan_25_21_1919.det.lc.gz
1036,"5666    36.968474
Name: chi_sub, dtype: float64",0,cassan_25_21_2951.det.lc.gz
1037,"5667    28.353143
Name: chi_sub, dtype: float64",0,cassan_25_22_152.det.lc.gz
1038,"5668    15.60684
Name: chi_sub, dtype: float64",0,cassan_25_22_218.det.lc.gz
1039,"5670    29.671442
Name: chi_sub, dtype: float64",0,cassan_25_24_3258.det.lc.gz
1040,"5673    6.931036
Name: chi_sub, dtype: float64",0,cassan_25_30_2993.det.lc.gz
1041,"5674    17.556383
Name: chi_sub, dtype: float64",0,cassan_25_30_615.det.lc.gz
1042,"5676    25.386904
Name: chi_sub, dtype: float64",0,cassan_25_31_2709.det.lc.gz
1043,"5677    19.858261
Name: chi_sub, dtype: float64",0,cassan_25_32_2160.det.lc.gz
1044,"5678    0.779269
Name: chi_sub, dtype: float64",0,cassan_25_32_282.det.lc.gz
1045,"5679    5.03547
Name: chi_sub, dtype: float64",0,cassan_25_33_2969.det.lc.gz
1047,"5682    8.587541
Name: chi_sub, dtype: float64",0,cassan_25_43_177.det.lc.gz
1048,"5684    6.321719
Name: chi_sub, dtype: float64",0,cassan_25_44_3024.det.lc.gz
1049,"5685    22.264638
Name: chi_sub, dtype: float64",0,cassan_25_44_487.det.lc.gz
1050,"5686    12.813805
Name: chi_sub, dtype: float64",0,cassan_25_44_97.det.lc.gz
1051,"5688    25.154991
Name: chi_sub, dtype: float64",0,cassan_25_47_1356.det.lc.gz
1053,"5690    8.38614
Name: chi_sub, dtype: float64",0,cassan_25_47_3004.det.lc.gz
1055,"5693    33.177038
Name: chi_sub, dtype: float64",0,cassan_25_49_2134.det.lc.gz
1056,"5694    5.77825
Name: chi_sub, dtype: float64",0,cassan_25_49_819.det.lc.gz
1058,"5698    33.831249
Name: chi_sub, dtype: float64",0,cassan_25_57_209.det.lc.gz
1059,"5702    10.259722
Name: chi_sub, dtype: float64",0,cassan_25_61_3207.det.lc.gz
1060,"5703    1.36687
Name: chi_sub, dtype: float64",0,cassan_25_62_1762.det.lc.gz
1061,"5706    5.702586
Name: chi_sub, dtype: float64",0,cassan_25_69_759.det.lc.gz
1062,"5708    14.845504
Name: chi_sub, dtype: float64",0,cassan_25_70_2924.det.lc.gz
1063,"5710    26.680189
Name: chi_sub, dtype: float64",0,cassan_25_71_1441.det.lc.gz
1064,"5711    37.57298
Name: chi_sub, dtype: float64",0,cassan_25_72_131.det.lc.gz
1065,"5713    16.351543
Name: chi_sub, dtype: float64",0,cassan_25_73_1476.det.lc.gz
1067,"5716    16.911881
Name: chi_sub, dtype: float64",0,cassan_25_7_1925.det.lc.gz
1068,"5720    8.152228
Name: chi_sub, dtype: float64",0,cassan_25_85_1265.det.lc.gz
1069,"5722    9.615915
Name: chi_sub, dtype: float64",0,cassan_25_86_2489.det.lc.gz
1070,"5724    8.42718
Name: chi_sub, dtype: float64",0,cassan_25_8_2626.det.lc.gz
1072,"5729    16.805024
Name: chi_sub, dtype: float64",0,cassan_26_101_270.det.lc.gz
1073,"5731    39.719786
Name: chi_sub, dtype: float64",0,cassan_26_102_2769.det.lc.gz
1074,"5732    6.580435
Name: chi_sub, dtype: float64",0,cassan_26_109_2946.det.lc.gz
1075,"5734    9.124466
Name: chi_sub, dtype: float64",0,cassan_26_111_1090.det.lc.gz
1077,"5738    30.02889
Name: chi_sub, dtype: float64",0,cassan_26_123_1582.det.lc.gz
1078,"5740    13.332962
Name: chi_sub, dtype: float64",0,cassan_26_125_2324.det.lc.gz
1081,"5745    23.326887
Name: chi_sub, dtype: float64",0,cassan_26_136_2674.det.lc.gz
1082,"5746    11.813058
Name: chi_sub, dtype: float64",0,cassan_26_138_253.det.lc.gz
1083,"5747    11.57505
Name: chi_sub, dtype: float64",0,cassan_26_138_304.det.lc.gz
1084,"5749    14.092097
Name: chi_sub, dtype: float64",0,cassan_26_139_729.det.lc.gz
1085,"5751    14.307161
Name: chi_sub, dtype: float64",0,cassan_26_140_2440.det.lc.gz
1087,"5754    31.698019
Name: chi_sub, dtype: float64",0,cassan_26_151_3022.det.lc.gz
1088,"5759    14.210953
Name: chi_sub, dtype: float64",0,cassan_26_18_219.det.lc.gz
1089,"5760    18.532857
Name: chi_sub, dtype: float64",0,cassan_26_18_3079.det.lc.gz
1092,"5767    19.210899
Name: chi_sub, dtype: float64",0,cassan_26_31_2212.det.lc.gz
1093,"5770    13.345669
Name: chi_sub, dtype: float64",0,cassan_26_34_1734.det.lc.gz
1094,"5774    6.420018
Name: chi_sub, dtype: float64",0,cassan_26_36_2986.det.lc.gz
1095,"5775    35.860604
Name: chi_sub, dtype: float64",0,cassan_26_45_2925.det.lc.gz
1098,"5781    9.833722
Name: chi_sub, dtype: float64",0,cassan_26_4_3024.det.lc.gz
1100,"5785    24.234655
Name: chi_sub, dtype: float64",0,cassan_26_56_297.det.lc.gz
1101,"5787    9.940116
Name: chi_sub, dtype: float64",0,cassan_26_57_2952.det.lc.gz
1102,"5789    6.520039
Name: chi_sub, dtype: float64",0,cassan_26_5_1902.det.lc.gz
1103,"5791    29.914205
Name: chi_sub, dtype: float64",0,cassan_26_62_1758.det.lc.gz
1104,"5792    18.098449
Name: chi_sub, dtype: float64",0,cassan_26_6_1987.det.lc.gz
1106,"5799    8.049995
Name: chi_sub, dtype: float64",0,cassan_26_75_2224.det.lc.gz
1109,"5802    18.787035
Name: chi_sub, dtype: float64",0,cassan_26_82_1090.det.lc.gz
1110,"5805    29.435818
Name: chi_sub, dtype: float64",0,cassan_26_84_1523.det.lc.gz
1111,"5810    18.887414
Name: chi_sub, dtype: float64",0,cassan_26_88_2105.det.lc.gz
1113,"5815    26.309831
Name: chi_sub, dtype: float64",0,cassan_26_96_2314.det.lc.gz
1114,"5816    13.020099
Name: chi_sub, dtype: float64",0,cassan_26_96_253.det.lc.gz
1115,"5818    13.000884
Name: chi_sub, dtype: float64",0,cassan_26_98_1448.det.lc.gz
1117,"5821    31.373976
Name: chi_sub, dtype: float64",0,cassan_27_100_1748.det.lc.gz
1118,"5824    7.168065
Name: chi_sub, dtype: float64",0,cassan_27_101_1865.det.lc.gz
1119,"5827    12.03135
Name: chi_sub, dtype: float64",0,cassan_27_111_1324.det.lc.gz
1120,"5828    2.382583
Name: chi_sub, dtype: float64",0,cassan_27_111_954.det.lc.gz
1121,"5829    9.200997
Name: chi_sub, dtype: float64",0,cassan_27_112_1691.det.lc.gz
1122,"5831    9.683685
Name: chi_sub, dtype: float64",0,cassan_27_114_1150.det.lc.gz
1125,"5837    16.20185
Name: chi_sub, dtype: float64",0,cassan_27_124_1969.det.lc.gz
1127,"5839    28.795327
Name: chi_sub, dtype: float64",0,cassan_27_125_203.det.lc.gz
1128,"5841    13.417152
Name: chi_sub, dtype: float64",0,cassan_27_136_1050.det.lc.gz
1129,"5843    15.438738
Name: chi_sub, dtype: float64",0,cassan_27_136_2114.det.lc.gz
1132,"5849    2.105915
Name: chi_sub, dtype: float64",0,cassan_27_138_2508.det.lc.gz
1133,"5856    33.402649
Name: chi_sub, dtype: float64",0,cassan_27_19_2887.det.lc.gz
1134,"5857    6.305528
Name: chi_sub, dtype: float64",0,cassan_27_21_1439.det.lc.gz
1135,"5858    8.828486
Name: chi_sub, dtype: float64",0,cassan_27_21_1858.det.lc.gz
1136,"5859    35.161904
Name: chi_sub, dtype: float64",0,cassan_27_22_1031.det.lc.gz
1137,"5860    18.591103
Name: chi_sub, dtype: float64",0,cassan_27_22_38.det.lc.gz
1138,"5862    12.178598
Name: chi_sub, dtype: float64",0,cassan_27_23_2521.det.lc.gz
1140,"5868    21.511325
Name: chi_sub, dtype: float64",0,cassan_27_33_1169.det.lc.gz
1141,"5869    7.811667
Name: chi_sub, dtype: float64",0,cassan_27_34_437.det.lc.gz
1142,"5871    13.6871
Name: chi_sub, dtype: float64",0,cassan_27_35_2475.det.lc.gz
1146,"5877    8.765645
Name: chi_sub, dtype: float64",0,cassan_27_47_1582.det.lc.gz
1147,"5879    13.984894
Name: chi_sub, dtype: float64",0,cassan_27_48_1550.det.lc.gz
1148,"5880    20.997883
Name: chi_sub, dtype: float64",0,cassan_27_48_2825.det.lc.gz
1149,"5881    14.594387
Name: chi_sub, dtype: float64",0,cassan_27_49_3286.det.lc.gz
1150,"5882    18.225825
Name: chi_sub, dtype: float64",0,cassan_27_4_1587.det.lc.gz
1153,"5887    17.327463
Name: chi_sub, dtype: float64",0,cassan_27_56_1225.det.lc.gz
1154,"5888    13.16452
Name: chi_sub, dtype: float64",0,cassan_27_56_1508.det.lc.gz
1155,"5889    7.34742
Name: chi_sub, dtype: float64",0,cassan_27_58_1486.det.lc.gz
1156,"5890    26.222357
Name: chi_sub, dtype: float64",0,cassan_27_59_2436.det.lc.gz
1157,"5892    23.355023
Name: chi_sub, dtype: float64",0,cassan_27_5_352.det.lc.gz
1158,"5893    19.870303
Name: chi_sub, dtype: float64",0,cassan_27_5_498.det.lc.gz
1159,"5894    6.211777
Name: chi_sub, dtype: float64",0,cassan_27_5_794.det.lc.gz
1161,"5897    3.781616
Name: chi_sub, dtype: float64",0,cassan_27_62_2979.det.lc.gz
1162,"5900    17.525812
Name: chi_sub, dtype: float64",0,cassan_27_69_2608.det.lc.gz
1164,"5904    8.334074
Name: chi_sub, dtype: float64",0,cassan_27_70_2887.det.lc.gz
1166,"5906    11.079031
Name: chi_sub, dtype: float64",0,cassan_27_72_3131.det.lc.gz
1168,"5912    7.635244
Name: chi_sub, dtype: float64",0,cassan_27_84_2192.det.lc.gz
1169,"5913    15.211576
Name: chi_sub, dtype: float64",0,cassan_27_85_2713.det.lc.gz
1172,"5918    37.9504
Name: chi_sub, dtype: float64",0,cassan_27_89_3048.det.lc.gz
1173,"5919    17.228237
Name: chi_sub, dtype: float64",0,cassan_27_8_1375.det.lc.gz
1174,"5921    25.501119
Name: chi_sub, dtype: float64",0,cassan_27_98_579.det.lc.gz
1176,"5924    35.692398
Name: chi_sub, dtype: float64",0,cassan_27_99_2984.det.lc.gz
1178,"5926    29.366396
Name: chi_sub, dtype: float64",0,cassan_27_9_641.det.lc.gz
1179,"5927    11.514338
Name: chi_sub, dtype: float64",0,cassan_27_9_798.det.lc.gz
1181,"5931    4.692822
Name: chi_sub, dtype: float64",0,cassan_28_102_2301.det.lc.gz
1182,"5934    16.320841
Name: chi_sub, dtype: float64",0,cassan_28_10_3012.det.lc.gz
1183,"5935    9.774631
Name: chi_sub, dtype: float64",0,cassan_28_10_482.det.lc.gz
1184,"5936    13.630568
Name: chi_sub, dtype: float64",0,cassan_28_111_351.det.lc.gz
1185,"5939    9.950159
Name: chi_sub, dtype: float64",0,cassan_28_112_1684.det.lc.gz
1187,"5943    9.180285
Name: chi_sub, dtype: float64",0,cassan_28_114_1455.det.lc.gz
1188,"5944    9.518636
Name: chi_sub, dtype: float64",0,cassan_28_114_2271.det.lc.gz
1190,"5947    21.261181
Name: chi_sub, dtype: float64",0,cassan_28_136_2384.det.lc.gz
1191,"5948    0.975244
Name: chi_sub, dtype: float64",0,cassan_28_137_2769.det.lc.gz
1192,"5949    25.798487
Name: chi_sub, dtype: float64",0,cassan_28_139_3045.det.lc.gz
1193,"5950    13.458921
Name: chi_sub, dtype: float64",0,cassan_28_139_3144.det.lc.gz
1194,"5951    1.130735
Name: chi_sub, dtype: float64",0,cassan_28_139_3271.det.lc.gz
1196,"5956    36.403856
Name: chi_sub, dtype: float64",0,cassan_28_19_603.det.lc.gz
1201,"5963    11.465564
Name: chi_sub, dtype: float64",0,cassan_28_32_2202.det.lc.gz
1202,"5965    18.804909
Name: chi_sub, dtype: float64",0,cassan_28_32_3139.det.lc.gz
1203,"5966    22.08338
Name: chi_sub, dtype: float64",0,cassan_28_33_2238.det.lc.gz
1204,"5972    19.97687
Name: chi_sub, dtype: float64",0,cassan_28_45_1188.det.lc.gz
1205,"5975    11.320466
Name: chi_sub, dtype: float64",0,cassan_28_48_2900.det.lc.gz
1206,"5976    37.689595
Name: chi_sub, dtype: float64",0,cassan_28_48_2979.det.lc.gz
1207,"5977    35.489137
Name: chi_sub, dtype: float64",0,cassan_28_49_2174.det.lc.gz
1209,"5980    18.588757
Name: chi_sub, dtype: float64",0,cassan_28_4_183.det.lc.gz
1211,"5982    34.115508
Name: chi_sub, dtype: float64",0,cassan_28_4_3118.det.lc.gz
1212,"5983    28.52317
Name: chi_sub, dtype: float64",0,cassan_28_50_689.det.lc.gz
1213,"5985    28.167212
Name: chi_sub, dtype: float64",0,cassan_28_58_1457.det.lc.gz
1214,"5986    0.000007
Name: chi_sub, dtype: float64",0,cassan_28_59_1162.det.lc.gz
1215,"5987    17.014991
Name: chi_sub, dtype: float64",0,cassan_28_59_1767.det.lc.gz
1216,"5989    18.297855
Name: chi_sub, dtype: float64",0,cassan_28_61_0.det.lc.gz
1217,"5991    9.69994
Name: chi_sub, dtype: float64",0,cassan_28_61_1987.det.lc.gz
1218,"5992    8.672806
Name: chi_sub, dtype: float64",0,cassan_28_61_2605.det.lc.gz
1221,"5997    1.531408
Name: chi_sub, dtype: float64",0,cassan_28_73_1070.det.lc.gz
1223,"6001    38.632728
Name: chi_sub, dtype: float64",0,cassan_28_76_888.det.lc.gz
1225,"6004    15.239713
Name: chi_sub, dtype: float64",0,cassan_28_83_408.det.lc.gz
1226,"6005    15.204074
Name: chi_sub, dtype: float64",0,cassan_28_83_85.det.lc.gz
1227,"6008    12.571013
Name: chi_sub, dtype: float64",0,cassan_28_8_2347.det.lc.gz
1228,"6009    6.662107
Name: chi_sub, dtype: float64",0,cassan_28_8_969.det.lc.gz
1229,"6010    18.149013
Name: chi_sub, dtype: float64",0,cassan_28_98_1702.det.lc.gz
1230,"6011    0.226459
Name: chi_sub, dtype: float64",0,cassan_28_98_2620.det.lc.gz
1231,"6012    3.718678
Name: chi_sub, dtype: float64",0,cassan_28_98_3314.det.lc.gz
1232,"6013    23.15334
Name: chi_sub, dtype: float64",0,cassan_29_100_1616.det.lc.gz
1233,"6015    22.598436
Name: chi_sub, dtype: float64",0,cassan_29_100_2745.det.lc.gz
1235,"6017    35.206137
Name: chi_sub, dtype: float64",0,cassan_29_109_3144.det.lc.gz
1236,"6018    14.967537
Name: chi_sub, dtype: float64",0,cassan_29_10_2863.det.lc.gz
1237,"6019    14.004934
Name: chi_sub, dtype: float64",0,cassan_29_110_1026.det.lc.gz
1238,"6020    30.058326
Name: chi_sub, dtype: float64",0,cassan_29_110_1844.det.lc.gz
1239,"6021    7.926081
Name: chi_sub, dtype: float64",0,cassan_29_111_895.det.lc.gz
1241,"6024    5.284887
Name: chi_sub, dtype: float64",0,cassan_29_113_1783.det.lc.gz
1242,"6026    35.122562
Name: chi_sub, dtype: float64",0,cassan_29_113_3071.det.lc.gz
1245,"6030    31.016125
Name: chi_sub, dtype: float64",0,cassan_29_123_1133.det.lc.gz
1246,"6032    16.060131
Name: chi_sub, dtype: float64",0,cassan_29_123_1765.det.lc.gz
1247,"6033    1.775975
Name: chi_sub, dtype: float64",0,cassan_29_123_2323.det.lc.gz
1249,"6041    20.003
Name: chi_sub, dtype: float64",0,cassan_29_127_2376.det.lc.gz
1250,"6042    6.33112
Name: chi_sub, dtype: float64",0,cassan_29_138_1459.det.lc.gz
1251,"6045    39.020034
Name: chi_sub, dtype: float64",0,cassan_29_151_1467.det.lc.gz
1252,"6046    17.33352
Name: chi_sub, dtype: float64",0,cassan_29_151_163.det.lc.gz
1254,"6049    15.107473
Name: chi_sub, dtype: float64",0,cassan_29_19_227.det.lc.gz
1256,"6053    6.577853
Name: chi_sub, dtype: float64",0,cassan_29_23_1343.det.lc.gz
1257,"6054    25.836362
Name: chi_sub, dtype: float64",0,cassan_29_23_3284.det.lc.gz
1258,"6055    11.968209
Name: chi_sub, dtype: float64",0,cassan_29_30_1226.det.lc.gz
1259,"6056    29.280582
Name: chi_sub, dtype: float64",0,cassan_29_31_2013.det.lc.gz
1261,"6059    20.028096
Name: chi_sub, dtype: float64",0,cassan_29_32_955.det.lc.gz
