,chi_sub,is_in_matts,name
421,"4583    15.048154
Name: chi_sub, dtype: float64",0,cassan_15_99_1202.det.lc.gz
422,"4585    13.396819
Name: chi_sub, dtype: float64",0,cassan_16_100_955.det.lc.gz
423,"4586    4.810993
Name: chi_sub, dtype: float64",0,cassan_16_101_1916.det.lc.gz
424,"4587    4.860839
Name: chi_sub, dtype: float64",0,cassan_16_101_2746.det.lc.gz
427,"4594    25.442459
Name: chi_sub, dtype: float64",0,cassan_16_111_574.det.lc.gz
428,"4595    14.946154
Name: chi_sub, dtype: float64",0,cassan_16_113_1834.det.lc.gz
430,"4597    28.581757
Name: chi_sub, dtype: float64",0,cassan_16_114_1886.det.lc.gz
432,"4600    28.635161
Name: chi_sub, dtype: float64",0,cassan_16_114_877.det.lc.gz
433,"4602    20.676132
Name: chi_sub, dtype: float64",0,cassan_16_123_1550.det.lc.gz
434,"4603    12.624301
Name: chi_sub, dtype: float64",0,cassan_16_125_381.det.lc.gz
435,"4604    0.936045
Name: chi_sub, dtype: float64",0,cassan_16_126_911.det.lc.gz
438,"4609    18.272969
Name: chi_sub, dtype: float64",0,cassan_16_151_1566.det.lc.gz
439,"4610    25.40234
Name: chi_sub, dtype: float64",0,cassan_16_151_2066.det.lc.gz
440,"4612    2.032372
Name: chi_sub, dtype: float64",0,cassan_16_17_1830.det.lc.gz
441,"4614    22.547133
Name: chi_sub, dtype: float64",0,cassan_16_17_3179.det.lc.gz
442,"4616    12.210911
Name: chi_sub, dtype: float64",0,cassan_16_19_998.det.lc.gz
443,"4619    20.616495
Name: chi_sub, dtype: float64",0,cassan_16_21_453.det.lc.gz
445,"4622    34.66852
Name: chi_sub, dtype: float64",0,cassan_16_24_1442.det.lc.gz
448,"4625    5.656497
Name: chi_sub, dtype: float64",0,cassan_16_34_1252.det.lc.gz
449,"4627    16.817842
Name: chi_sub, dtype: float64",0,cassan_16_35_1765.det.lc.gz
450,"4628    2.904707
Name: chi_sub, dtype: float64",0,cassan_16_36_2307.det.lc.gz
451,"4629    8.674134
Name: chi_sub, dtype: float64",0,cassan_16_36_874.det.lc.gz
452,"4630    7.246263
Name: chi_sub, dtype: float64",0,cassan_16_37_1620.det.lc.gz
454,"4633    16.109916
Name: chi_sub, dtype: float64",0,cassan_16_44_1497.det.lc.gz
457,"4640    17.464509
Name: chi_sub, dtype: float64",0,cassan_16_4_2048.det.lc.gz
461,"4646    15.136521
Name: chi_sub, dtype: float64",0,cassan_16_57_705.det.lc.gz
462,"4647    11.697924
Name: chi_sub, dtype: float64",0,cassan_16_58_2452.det.lc.gz
464,"4650    15.550043
Name: chi_sub, dtype: float64",0,cassan_16_60_181.det.lc.gz
466,"4652    9.247229
Name: chi_sub, dtype: float64",0,cassan_16_61_1940.det.lc.gz
469,"4656    5.50317
Name: chi_sub, dtype: float64",0,cassan_16_62_761.det.lc.gz
470,"4659    17.445478
Name: chi_sub, dtype: float64",0,cassan_16_6_341.det.lc.gz
471,"4663    16.147072
Name: chi_sub, dtype: float64",0,cassan_16_72_553.det.lc.gz
473,"4665    11.290488
Name: chi_sub, dtype: float64",0,cassan_16_74_1742.det.lc.gz
474,"4666    8.85553
Name: chi_sub, dtype: float64",0,cassan_16_74_2559.det.lc.gz
476,"4671    0.820339
Name: chi_sub, dtype: float64",0,cassan_16_7_1509.det.lc.gz
477,"4672    9.944533
Name: chi_sub, dtype: float64",0,cassan_16_7_261.det.lc.gz
480,"4675    2.629898
Name: chi_sub, dtype: float64",0,cassan_16_82_2619.det.lc.gz
483,"4682    21.893383
Name: chi_sub, dtype: float64",0,cassan_16_96_386.det.lc.gz
484,"4686    10.404018
Name: chi_sub, dtype: float64",0,cassan_16_97_50.det.lc.gz
488,"4694    9.69871
Name: chi_sub, dtype: float64",0,cassan_17_112_216.det.lc.gz
489,"4695    15.805646
Name: chi_sub, dtype: float64",0,cassan_17_112_2650.det.lc.gz
493,"4702    19.603176
Name: chi_sub, dtype: float64",0,cassan_17_125_1627.det.lc.gz
494,"4704    3.47715
Name: chi_sub, dtype: float64",0,cassan_17_126_527.det.lc.gz
495,"4705    5.702938
Name: chi_sub, dtype: float64",0,cassan_17_127_1693.det.lc.gz
498,"4708    10.140356
Name: chi_sub, dtype: float64",0,cassan_17_136_1895.det.lc.gz
499,"4710    11.065893
Name: chi_sub, dtype: float64",0,cassan_17_136_2797.det.lc.gz
500,"4712    25.281312
Name: chi_sub, dtype: float64",0,cassan_17_137_2825.det.lc.gz
501,"4713    17.971569
Name: chi_sub, dtype: float64",0,cassan_17_139_1638.det.lc.gz
502,"4714    8.656583
Name: chi_sub, dtype: float64",0,cassan_17_139_391.det.lc.gz
504,"4717    15.633675
Name: chi_sub, dtype: float64",0,cassan_17_151_596.det.lc.gz
505,"4719    9.517885
Name: chi_sub, dtype: float64",0,cassan_17_17_1523.det.lc.gz
506,"4720    16.957132
Name: chi_sub, dtype: float64",0,cassan_17_18_411.det.lc.gz
507,"4722    5.417765
Name: chi_sub, dtype: float64",0,cassan_17_21_1347.det.lc.gz
509,"4726    21.176236
Name: chi_sub, dtype: float64",0,cassan_17_24_3321.det.lc.gz
510,"4727    31.569721
Name: chi_sub, dtype: float64",0,cassan_17_24_415.det.lc.gz
513,"4732    13.994445
Name: chi_sub, dtype: float64",0,cassan_17_32_2212.det.lc.gz
514,"4733    36.04708
Name: chi_sub, dtype: float64",0,cassan_17_35_900.det.lc.gz
515,"4734    19.282073
Name: chi_sub, dtype: float64",0,cassan_17_36_2475.det.lc.gz
516,"4736    19.301537
Name: chi_sub, dtype: float64",0,cassan_17_37_2463.det.lc.gz
517,"4738    18.008863
Name: chi_sub, dtype: float64",0,cassan_17_37_353.det.lc.gz
518,"4739    1.058144
Name: chi_sub, dtype: float64",0,cassan_17_43_1842.det.lc.gz
521,"4746    5.016121
Name: chi_sub, dtype: float64",0,cassan_17_56_3223.det.lc.gz
522,"4747    12.880271
Name: chi_sub, dtype: float64",0,cassan_17_56_878.det.lc.gz
523,"4748    24.897299
Name: chi_sub, dtype: float64",0,cassan_17_56_888.det.lc.gz
526,"4755    7.263029
Name: chi_sub, dtype: float64",0,cassan_17_5_2588.det.lc.gz
527,"4757    24.807348
Name: chi_sub, dtype: float64",0,cassan_17_60_1224.det.lc.gz
528,"4758    11.421936
Name: chi_sub, dtype: float64",0,cassan_17_63_1206.det.lc.gz
529,"4759    0.000013
Name: chi_sub, dtype: float64",0,cassan_17_63_1633.det.lc.gz
530,"4762    36.701459
Name: chi_sub, dtype: float64",0,cassan_17_69_2137.det.lc.gz
531,"4763    25.172988
Name: chi_sub, dtype: float64",0,cassan_17_6_867.det.lc.gz
532,"4767    11.676554
Name: chi_sub, dtype: float64",0,cassan_17_74_2188.det.lc.gz
533,"4768    11.821785
Name: chi_sub, dtype: float64",0,cassan_17_75_1528.det.lc.gz
534,"4770    5.58482
Name: chi_sub, dtype: float64",0,cassan_17_83_1500.det.lc.gz
535,"4772    13.890772
Name: chi_sub, dtype: float64",0,cassan_17_84_888.det.lc.gz
536,"4773    17.063519
Name: chi_sub, dtype: float64",0,cassan_17_85_2211.det.lc.gz
539,"4778    16.362762
Name: chi_sub, dtype: float64",0,cassan_17_86_646.det.lc.gz
540,"4779    10.086489
Name: chi_sub, dtype: float64",0,cassan_17_87_1061.det.lc.gz
541,"4781    33.802295
Name: chi_sub, dtype: float64",0,cassan_17_87_822.det.lc.gz
542,"4782    14.877167
Name: chi_sub, dtype: float64",0,cassan_17_88_1388.det.lc.gz
543,"4783    7.352773
Name: chi_sub, dtype: float64",0,cassan_17_88_1562.det.lc.gz
545,"4785    13.587678
Name: chi_sub, dtype: float64",0,cassan_17_97_1810.det.lc.gz
546,"4787    9.554695
Name: chi_sub, dtype: float64",0,cassan_17_97_287.det.lc.gz
547,"4792    27.19885
Name: chi_sub, dtype: float64",0,cassan_18_102_1371.det.lc.gz
552,"4799    14.013155
Name: chi_sub, dtype: float64",0,cassan_18_112_1329.det.lc.gz
554,"4801    4.506724
Name: chi_sub, dtype: float64",0,cassan_18_114_1579.det.lc.gz
555,"4802    8.700749
Name: chi_sub, dtype: float64",0,cassan_18_123_2518.det.lc.gz
557,"4805    15.698193
Name: chi_sub, dtype: float64",0,cassan_18_136_1354.det.lc.gz
559,"4808    1.335953
Name: chi_sub, dtype: float64",0,cassan_18_136_355.det.lc.gz
564,"4816    4.163639
Name: chi_sub, dtype: float64",0,cassan_18_150_1061.det.lc.gz
566,"4819    11.42292
Name: chi_sub, dtype: float64",0,cassan_18_151_2353.det.lc.gz
567,"4820    13.284028
Name: chi_sub, dtype: float64",0,cassan_18_151_2651.det.lc.gz
569,"4825    7.042912
Name: chi_sub, dtype: float64",0,cassan_18_21_98.det.lc.gz
570,"4826    29.105981
Name: chi_sub, dtype: float64",0,cassan_18_22_545.det.lc.gz
572,"4832    13.981094
Name: chi_sub, dtype: float64",0,cassan_18_33_1743.det.lc.gz
573,"4834    16.208753
Name: chi_sub, dtype: float64",0,cassan_18_35_391.det.lc.gz
574,"4836    15.737924
Name: chi_sub, dtype: float64",0,cassan_18_36_749.det.lc.gz
576,"4839    2.109481
Name: chi_sub, dtype: float64",0,cassan_18_43_1579.det.lc.gz
577,"4840    12.649067
Name: chi_sub, dtype: float64",0,cassan_18_44_1823.det.lc.gz
578,"4841    30.704493
Name: chi_sub, dtype: float64",0,cassan_18_44_835.det.lc.gz
580,"4843    11.311137
Name: chi_sub, dtype: float64",0,cassan_18_47_2544.det.lc.gz
581,"4846    15.464459
Name: chi_sub, dtype: float64",0,cassan_18_48_2892.det.lc.gz
582,"4848    15.704993
Name: chi_sub, dtype: float64",0,cassan_18_4_2457.det.lc.gz
583,"4850    17.265307
Name: chi_sub, dtype: float64",0,cassan_18_50_2096.det.lc.gz
584,"4854    32.359086
Name: chi_sub, dtype: float64",0,cassan_18_5_1272.det.lc.gz
585,"4856    4.843004
Name: chi_sub, dtype: float64",0,cassan_18_5_375.det.lc.gz
586,"4857    26.037504
Name: chi_sub, dtype: float64",0,cassan_18_60_1696.det.lc.gz
587,"4858    38.89705
Name: chi_sub, dtype: float64",0,cassan_18_61_1546.det.lc.gz
588,"4859    19.087388
Name: chi_sub, dtype: float64",0,cassan_18_62_2804.det.lc.gz
589,"4861    39.212894
Name: chi_sub, dtype: float64",0,cassan_18_69_1130.det.lc.gz
590,"4862    35.268924
Name: chi_sub, dtype: float64",0,cassan_18_69_2802.det.lc.gz
591,"4864    12.945311
Name: chi_sub, dtype: float64",0,cassan_18_69_605.det.lc.gz
592,"4865    2.700217
Name: chi_sub, dtype: float64",0,cassan_18_71_3026.det.lc.gz
593,"4866    15.886216
Name: chi_sub, dtype: float64",0,cassan_18_72_1219.det.lc.gz
594,"4867    7.486996
Name: chi_sub, dtype: float64",0,cassan_18_73_2839.det.lc.gz
597,"4873    7.988655
Name: chi_sub, dtype: float64",0,cassan_18_75_2306.det.lc.gz
598,"4874    0.610766
Name: chi_sub, dtype: float64",0,cassan_18_76_158.det.lc.gz
599,"4875    9.981224
Name: chi_sub, dtype: float64",0,cassan_18_76_245.det.lc.gz
602,"4879    5.83865
Name: chi_sub, dtype: float64",0,cassan_18_83_2706.det.lc.gz
604,"4887    18.243221
Name: chi_sub, dtype: float64",0,cassan_18_86_3140.det.lc.gz
605,"4889    12.364705
Name: chi_sub, dtype: float64",0,cassan_18_87_3301.det.lc.gz
606,"4890    22.067698
Name: chi_sub, dtype: float64",0,cassan_18_88_2178.det.lc.gz
607,"4891    14.034892
Name: chi_sub, dtype: float64",0,cassan_18_88_2688.det.lc.gz
608,"4892    37.176544
Name: chi_sub, dtype: float64",0,cassan_18_89_1201.det.lc.gz
609,"4895    39.497228
Name: chi_sub, dtype: float64",0,cassan_18_96_1434.det.lc.gz
610,"4896    36.552704
Name: chi_sub, dtype: float64",0,cassan_18_96_2468.det.lc.gz
611,"4898    6.693512
Name: chi_sub, dtype: float64",0,cassan_18_97_2160.det.lc.gz
613,"4900    16.427269
Name: chi_sub, dtype: float64",0,cassan_18_99_1736.det.lc.gz
614,"4903    19.640812
Name: chi_sub, dtype: float64",0,cassan_18_9_2514.det.lc.gz
615,"4905    1.218066
Name: chi_sub, dtype: float64",0,cassan_19_101_1575.det.lc.gz
616,"4906    16.085524
Name: chi_sub, dtype: float64",0,cassan_19_101_1781.det.lc.gz
620,"4914    19.798763
Name: chi_sub, dtype: float64",0,cassan_19_110_800.det.lc.gz
621,"4916    25.635448
Name: chi_sub, dtype: float64",0,cassan_19_111_2148.det.lc.gz
622,"4917    12.768312
Name: chi_sub, dtype: float64",0,cassan_19_113_2837.det.lc.gz
625,"4923    1.935149
Name: chi_sub, dtype: float64",0,cassan_19_123_3309.det.lc.gz
626,"4926    4.982297
Name: chi_sub, dtype: float64",0,cassan_19_125_1056.det.lc.gz
628,"4932    37.439301
Name: chi_sub, dtype: float64",0,cassan_19_136_1348.det.lc.gz
629,"4933    11.701238
Name: chi_sub, dtype: float64",0,cassan_19_137_2238.det.lc.gz
630,"4934    30.042739
Name: chi_sub, dtype: float64",0,cassan_19_137_718.det.lc.gz
632,"4936    39.744123
Name: chi_sub, dtype: float64",0,cassan_19_139_3111.det.lc.gz
633,"4937    6.200475
Name: chi_sub, dtype: float64",0,cassan_19_139_648.det.lc.gz
634,"4939    10.861443
Name: chi_sub, dtype: float64",0,cassan_19_150_1644.det.lc.gz
636,"4944    34.375026
Name: chi_sub, dtype: float64",0,cassan_19_18_3071.det.lc.gz
638,"4946    22.317106
Name: chi_sub, dtype: float64",0,cassan_19_20_1896.det.lc.gz
639,"4947    24.227854
Name: chi_sub, dtype: float64",0,cassan_19_20_379.det.lc.gz
640,"4949    25.077583
Name: chi_sub, dtype: float64",0,cassan_19_21_940.det.lc.gz
641,"4950    31.342099
Name: chi_sub, dtype: float64",0,cassan_19_23_2615.det.lc.gz
644,"4953    30.695704
Name: chi_sub, dtype: float64",0,cassan_19_30_1290.det.lc.gz
646,"4957    15.587594
Name: chi_sub, dtype: float64",0,cassan_19_33_198.det.lc.gz
647,"4958    15.806159
Name: chi_sub, dtype: float64",0,cassan_19_34_565.det.lc.gz
648,"4959    11.994986
Name: chi_sub, dtype: float64",0,cassan_19_36_1174.det.lc.gz
649,"4961    26.522731
Name: chi_sub, dtype: float64",0,cassan_19_43_1102.det.lc.gz
651,"4965    19.062648
Name: chi_sub, dtype: float64",0,cassan_19_44_3286.det.lc.gz
653,"4968    9.69198
Name: chi_sub, dtype: float64",0,cassan_19_47_3282.det.lc.gz
654,"4970    29.650691
Name: chi_sub, dtype: float64",0,cassan_19_48_1931.det.lc.gz
657,"4975    4.649749
Name: chi_sub, dtype: float64",0,cassan_19_57_49.det.lc.gz
658,"4976    2.439231
Name: chi_sub, dtype: float64",0,cassan_19_58_1972.det.lc.gz
662,"4983    12.017116
Name: chi_sub, dtype: float64",0,cassan_19_69_1989.det.lc.gz
663,"4985    37.855797
Name: chi_sub, dtype: float64",0,cassan_19_71_1537.det.lc.gz
664,"4986    23.036597
Name: chi_sub, dtype: float64",0,cassan_19_71_2005.det.lc.gz
665,"4991    9.52208
Name: chi_sub, dtype: float64",0,cassan_19_75_2375.det.lc.gz
666,"4992    36.607555
Name: chi_sub, dtype: float64",0,cassan_19_82_2075.det.lc.gz
669,"4997    1.48786
Name: chi_sub, dtype: float64",0,cassan_19_86_2078.det.lc.gz
671,"5001    12.511357
Name: chi_sub, dtype: float64",0,cassan_19_89_1710.det.lc.gz
672,"5003    4.908366
Name: chi_sub, dtype: float64",0,cassan_19_89_2505.det.lc.gz
673,"5007    12.386408
Name: chi_sub, dtype: float64",0,cassan_19_99_3031.det.lc.gz
674,"5009    15.046889
Name: chi_sub, dtype: float64",0,cassan_19_9_686.det.lc.gz
676,"5013    14.12604
Name: chi_sub, dtype: float64",0,cassan_1_101_2922.det.lc.gz
677,"5015    25.546516
Name: chi_sub, dtype: float64",0,cassan_1_109_267.det.lc.gz
678,"5020    14.162556
Name: chi_sub, dtype: float64",0,cassan_1_113_1485.det.lc.gz
679,"5024    37.455412
Name: chi_sub, dtype: float64",0,cassan_1_123_1426.det.lc.gz
681,"5029    9.875924
Name: chi_sub, dtype: float64",0,cassan_1_126_996.det.lc.gz
684,"5033    32.322725
Name: chi_sub, dtype: float64",0,cassan_1_136_1975.det.lc.gz
686,"5036    15.611829
Name: chi_sub, dtype: float64",0,cassan_1_140_665.det.lc.gz
688,"5040    23.553346
Name: chi_sub, dtype: float64",0,cassan_1_17_2034.det.lc.gz
689,"5043    33.493237
Name: chi_sub, dtype: float64",0,cassan_1_22_41.det.lc.gz
690,"5044    37.271966
Name: chi_sub, dtype: float64",0,cassan_1_23_1820.det.lc.gz
692,"5047    13.206619
Name: chi_sub, dtype: float64",0,cassan_1_30_255.det.lc.gz
693,"5048    12.285237
Name: chi_sub, dtype: float64",0,cassan_1_32_1751.det.lc.gz
694,"5050    0.000044
Name: chi_sub, dtype: float64",0,cassan_1_32_931.det.lc.gz
697,"5060    18.460278
Name: chi_sub, dtype: float64",0,cassan_1_46_2227.det.lc.gz
699,"5062    22.65966
Name: chi_sub, dtype: float64",0,cassan_1_47_739.det.lc.gz
701,"5069    16.143691
Name: chi_sub, dtype: float64",0,cassan_1_56_2964.det.lc.gz
702,"5071    26.154824
Name: chi_sub, dtype: float64",0,cassan_1_59_8.det.lc.gz
704,"5073    12.598323
Name: chi_sub, dtype: float64",0,cassan_1_60_2214.det.lc.gz
706,"5077    16.221019
Name: chi_sub, dtype: float64",0,cassan_1_63_1339.det.lc.gz
707,"5079    19.219961
Name: chi_sub, dtype: float64",0,cassan_1_63_843.det.lc.gz
708,"5080    11.169495
Name: chi_sub, dtype: float64",0,cassan_1_6_3203.det.lc.gz
709,"5084    5.51233
Name: chi_sub, dtype: float64",0,cassan_1_71_520.det.lc.gz
710,"5086    11.256878
Name: chi_sub, dtype: float64",0,cassan_1_72_3257.det.lc.gz
712,"5094    15.65539
Name: chi_sub, dtype: float64",0,cassan_1_88_18.det.lc.gz
713,"5098    32.155434
Name: chi_sub, dtype: float64",0,cassan_1_98_1425.det.lc.gz
714,"5100    5.387916
Name: chi_sub, dtype: float64",0,cassan_20_101_2676.det.lc.gz
715,"5101    35.215818
Name: chi_sub, dtype: float64",0,cassan_20_109_1272.det.lc.gz
716,"5104    14.298564
Name: chi_sub, dtype: float64",0,cassan_20_111_759.det.lc.gz
717,"5108    32.758715
Name: chi_sub, dtype: float64",0,cassan_20_112_682.det.lc.gz
718,"5109    6.756856
Name: chi_sub, dtype: float64",0,cassan_20_114_2867.det.lc.gz
719,"5112    20.444583
Name: chi_sub, dtype: float64",0,cassan_20_115_931.det.lc.gz
721,"5116    29.788331
Name: chi_sub, dtype: float64",0,cassan_20_126_2870.det.lc.gz
724,"5119    21.918058
Name: chi_sub, dtype: float64",0,cassan_20_127_618.det.lc.gz
725,"5120    14.191879
Name: chi_sub, dtype: float64",0,cassan_20_137_1403.det.lc.gz
726,"5121    12.422595
Name: chi_sub, dtype: float64",0,cassan_20_137_911.det.lc.gz
729,"5125    12.961023
Name: chi_sub, dtype: float64",0,cassan_20_139_817.det.lc.gz
730,"5129    31.131086
Name: chi_sub, dtype: float64",0,cassan_20_18_1716.det.lc.gz
731,"5130    14.0154
Name: chi_sub, dtype: float64",0,cassan_20_18_1874.det.lc.gz
734,"5139    35.234333
Name: chi_sub, dtype: float64",0,cassan_20_24_1262.det.lc.gz
738,"5143    19.244906
Name: chi_sub, dtype: float64",0,cassan_20_31_1750.det.lc.gz
739,"5144    11.350028
Name: chi_sub, dtype: float64",0,cassan_20_32_144.det.lc.gz
740,"5145    25.541255
Name: chi_sub, dtype: float64",0,cassan_20_33_2295.det.lc.gz
744,"5150    0.0
Name: chi_sub, dtype: float64",0,cassan_20_37_3239.det.lc.gz
746,"5153    35.329764
Name: chi_sub, dtype: float64",0,cassan_20_43_924.det.lc.gz
747,"5154    37.563551
Name: chi_sub, dtype: float64",0,cassan_20_44_2571.det.lc.gz
748,"5156    1.593693
Name: chi_sub, dtype: float64",0,cassan_20_44_96.det.lc.gz
749,"5158    1.361391
Name: chi_sub, dtype: float64",0,cassan_20_46_2934.det.lc.gz
750,"5159    37.421162
Name: chi_sub, dtype: float64",0,cassan_20_46_2957.det.lc.gz
753,"5162    9.923397
Name: chi_sub, dtype: float64",0,cassan_20_49_1531.det.lc.gz
756,"5168    27.584743
Name: chi_sub, dtype: float64",0,cassan_20_58_2472.det.lc.gz
757,"5170    10.305806
Name: chi_sub, dtype: float64",0,cassan_20_60_1759.det.lc.gz
758,"5175    12.035619
Name: chi_sub, dtype: float64",0,cassan_20_71_1323.det.lc.gz
759,"5177    5.228475
Name: chi_sub, dtype: float64",0,cassan_20_71_559.det.lc.gz
760,"5178    29.22819
Name: chi_sub, dtype: float64",0,cassan_20_72_537.det.lc.gz
761,"5180    1.357686
Name: chi_sub, dtype: float64",0,cassan_20_74_1433.det.lc.gz
762,"5182    2.526031
Name: chi_sub, dtype: float64",0,cassan_20_75_782.det.lc.gz
763,"5184    28.421037
Name: chi_sub, dtype: float64",0,cassan_20_82_2414.det.lc.gz
764,"5187    0.615153
Name: chi_sub, dtype: float64",0,cassan_20_96_1350.det.lc.gz
765,"5188    22.239362
Name: chi_sub, dtype: float64",0,cassan_20_97_1280.det.lc.gz
766,"5193    12.559641
Name: chi_sub, dtype: float64",0,cassan_21_100_1820.det.lc.gz
767,"5197    9.358359
Name: chi_sub, dtype: float64",0,cassan_21_101_832.det.lc.gz
768,"5198    34.518894
Name: chi_sub, dtype: float64",0,cassan_21_102_2298.det.lc.gz
770,"5200    28.504163
Name: chi_sub, dtype: float64",0,cassan_21_113_1483.det.lc.gz
771,"5201    5.763685
Name: chi_sub, dtype: float64",0,cassan_21_113_3.det.lc.gz
772,"5204    31.726503
Name: chi_sub, dtype: float64",0,cassan_21_124_1180.det.lc.gz
773,"5206    8.985154
Name: chi_sub, dtype: float64",0,cassan_21_127_1292.det.lc.gz
774,"5207    0.526348
Name: chi_sub, dtype: float64",0,cassan_21_136_8.det.lc.gz
775,"5208    3.964369
Name: chi_sub, dtype: float64",0,cassan_21_137_2261.det.lc.gz
776,"5210    3.372225
Name: chi_sub, dtype: float64",0,cassan_21_137_895.det.lc.gz
778,"5213    6.835999
Name: chi_sub, dtype: float64",0,cassan_21_138_2997.det.lc.gz
779,"5214    36.894238
Name: chi_sub, dtype: float64",0,cassan_21_140_756.det.lc.gz
780,"5216    4.528769
Name: chi_sub, dtype: float64",0,cassan_21_151_2744.det.lc.gz
782,"5220    12.76145
Name: chi_sub, dtype: float64",0,cassan_21_22_796.det.lc.gz
786,"5227    11.370259
Name: chi_sub, dtype: float64",0,cassan_21_31_1966.det.lc.gz
787,"5230    29.904999
Name: chi_sub, dtype: float64",0,cassan_21_32_2687.det.lc.gz
788,"5233    13.389049
Name: chi_sub, dtype: float64",0,cassan_21_34_1643.det.lc.gz
790,"5236    39.627649
Name: chi_sub, dtype: float64",0,cassan_21_36_3166.det.lc.gz
791,"5237    18.667649
Name: chi_sub, dtype: float64",0,cassan_21_37_2386.det.lc.gz
792,"5238    14.936076
Name: chi_sub, dtype: float64",0,cassan_21_44_1570.det.lc.gz
793,"5240    28.647706
Name: chi_sub, dtype: float64",0,cassan_21_45_2973.det.lc.gz
794,"5242    0.729285
Name: chi_sub, dtype: float64",0,cassan_21_46_2472.det.lc.gz
795,"5243    16.184125
Name: chi_sub, dtype: float64",0,cassan_21_46_698.det.lc.gz
796,"5245    39.974772
Name: chi_sub, dtype: float64",0,cassan_21_49_231.det.lc.gz
797,"5247    14.133245
Name: chi_sub, dtype: float64",0,cassan_21_4_2409.det.lc.gz
798,"5248    38.051152
Name: chi_sub, dtype: float64",0,cassan_21_4_3295.det.lc.gz
799,"5249    34.774824
Name: chi_sub, dtype: float64",0,cassan_21_57_2168.det.lc.gz
802,"5254    4.981508
Name: chi_sub, dtype: float64",0,cassan_21_60_1945.det.lc.gz
804,"5256    24.502579
Name: chi_sub, dtype: float64",0,cassan_21_63_445.det.lc.gz
805,"5257    13.855899
Name: chi_sub, dtype: float64",0,cassan_21_69_1479.det.lc.gz
806,"5258    35.70942
Name: chi_sub, dtype: float64",0,cassan_21_69_2192.det.lc.gz
808,"5260    28.315142
Name: chi_sub, dtype: float64",0,cassan_21_6_2813.det.lc.gz
810,"5262    10.784986
Name: chi_sub, dtype: float64",0,cassan_21_70_221.det.lc.gz
813,"5269    4.845069
Name: chi_sub, dtype: float64",0,cassan_21_76_2998.det.lc.gz
814,"5270    17.507756
Name: chi_sub, dtype: float64",0,cassan_21_7_2663.det.lc.gz
815,"5271    23.93738
Name: chi_sub, dtype: float64",0,cassan_21_82_2927.det.lc.gz
817,"5273    8.727767
Name: chi_sub, dtype: float64",0,cassan_21_82_675.det.lc.gz
818,"5274    39.469668
Name: chi_sub, dtype: float64",0,cassan_21_83_1213.det.lc.gz
820,"5281    17.451496
Name: chi_sub, dtype: float64",0,cassan_21_87_3139.det.lc.gz
821,"5282    29.867212
Name: chi_sub, dtype: float64",0,cassan_21_89_3311.det.lc.gz
822,"5283    6.370424
Name: chi_sub, dtype: float64",0,cassan_21_89_511.det.lc.gz
827,"5289    11.573462
Name: chi_sub, dtype: float64",0,cassan_21_98_277.det.lc.gz
828,"5293    16.970739
Name: chi_sub, dtype: float64",0,cassan_22_101_1288.det.lc.gz
829,"5294    20.354265
Name: chi_sub, dtype: float64",0,cassan_22_101_1714.det.lc.gz
830,"5295    18.771296
Name: chi_sub, dtype: float64",0,cassan_22_101_3058.det.lc.gz
831,"5297    2.888236
Name: chi_sub, dtype: float64",0,cassan_22_102_850.det.lc.gz
833,"5300    29.661925
Name: chi_sub, dtype: float64",0,cassan_22_10_1349.det.lc.gz
834,"5301    13.484613
Name: chi_sub, dtype: float64",0,cassan_22_110_761.det.lc.gz
835,"5303    12.729333
Name: chi_sub, dtype: float64",0,cassan_22_113_2126.det.lc.gz
836,"5306    18.001735
Name: chi_sub, dtype: float64",0,cassan_22_114_1917.det.lc.gz
837,"5307    21.409669
Name: chi_sub, dtype: float64",0,cassan_22_114_2569.det.lc.gz
838,"5308    14.662173
Name: chi_sub, dtype: float64",0,cassan_22_114_3084.det.lc.gz
840,"5311    27.80764
Name: chi_sub, dtype: float64",0,cassan_22_115_3186.det.lc.gz
842,"5313    3.062542
Name: chi_sub, dtype: float64",0,cassan_22_123_1772.det.lc.gz
843,"5316    11.039097
Name: chi_sub, dtype: float64",0,cassan_22_124_349.det.lc.gz
844,"5317    17.735641
Name: chi_sub, dtype: float64",0,cassan_22_124_718.det.lc.gz
845,"5319    10.907429
Name: chi_sub, dtype: float64",0,cassan_22_126_2343.det.lc.gz
846,"5323    24.879736
Name: chi_sub, dtype: float64",0,cassan_22_136_1242.det.lc.gz
848,"5327    35.008025
Name: chi_sub, dtype: float64",0,cassan_22_137_642.det.lc.gz
850,"5332    16.925317
Name: chi_sub, dtype: float64",0,cassan_22_150_1853.det.lc.gz
851,"5334    1.653425
Name: chi_sub, dtype: float64",0,cassan_22_17_3245.det.lc.gz
852,"5336    29.338387
Name: chi_sub, dtype: float64",0,cassan_22_19_2257.det.lc.gz
853,"5337    19.762519
Name: chi_sub, dtype: float64",0,cassan_22_21_1911.det.lc.gz
854,"5338    7.489522
Name: chi_sub, dtype: float64",0,cassan_22_22_2423.det.lc.gz
855,"5339    22.37296
Name: chi_sub, dtype: float64",0,cassan_22_23_2559.det.lc.gz
857,"5344    5.909408
Name: chi_sub, dtype: float64",0,cassan_22_31_350.det.lc.gz
858,"5347    19.30485
Name: chi_sub, dtype: float64",0,cassan_22_33_1079.det.lc.gz
859,"5349    15.439885
Name: chi_sub, dtype: float64",0,cassan_22_34_2379.det.lc.gz
