,chi_2_1,chi_2_2,name,q_fitted,q_true,s_fitted,s_true,u0_fitted,u0_true
313,-21237.4590234,-19474.4191116,cassan_48_56_831.det.lc.gz,4.17820832762e-07,0.000691225,1.00066643475,0.284121,0.00126593339189,0.00120163
314,-22327.0905725,-21954.4452179,cassan_48_61_1096.det.lc.gz,1.57529153696e-05,0.000740753,1.03168534429,1.03685,0.0623818462002,0.0720813
315,-20360.1012949,-20051.4964666,cassan_48_83_451.det.lc.gz,2.21520052821e-07,1.98482e-06,0.941404200913,0.944527,0.0891692909658,0.0874974
316,-19753.5894509,-19170.5002147,cassan_49_113_1312.det.lc.gz,8.82768696359e-07,2.90571e-05,0.889502933381,0.875091,0.201782147321,0.2013
317,-26469.6118898,-24805.3446825,cassan_49_124_923.det.lc.gz,8.36459849956e-06,0.00087088,1.01085186895,0.989903,0.00590888798226,0.006055
318,-19946.8095808,-19176.6279929,cassan_49_127_1453.det.lc.gz,4.3037831695e-06,3.38188e-06,1.4650985299,1.46005,0.625776391333,0.619233
319,-19749.7291502,-19374.5342967,cassan_49_139_2775.det.lc.gz,6.95514629096e-11,5.35708e-05,1.11462672975,1.11232,0.215846252312,0.189629
320,-24467.072008,-19592.4149338,cassan_49_140_1842.det.lc.gz,3.58849756477e-06,8.49578e-05,0.966034631981,0.983026,0.067792378362,0.0715018
321,-31972.2048478,-20989.5659017,cassan_49_45_1644.det.lc.gz,2.90694777942e-06,0.000856516,1.41614504868,1.18388,0.690484577021,0.381817
322,-19200.1539384,-19159.6849465,cassan_49_70_14.det.lc.gz,6.4160143035e-05,0.000129794,0.985619089368,2.18611,0.0253392519712,0.0253555
323,-19260.0731461,-19043.4069792,cassan_4_112_1179.det.lc.gz,2.79386321055e-10,2.40469e-05,0.993065675238,1.04335,0.0119268481849,0.0119473
324,-20673.8335988,-20123.2748898,cassan_4_60_1585.det.lc.gz,0.000248368208615,0.00230312,1.0229503458,2.67881,0.00083514223411,2.18888
325,-20573.00732,-19961.0610775,cassan_4_96_1253.det.lc.gz,3.94440626834e-06,2.09013e-05,0.994216486293,1.02645,0.00516301312775,0.00454581
326,-19109.0539853,-19038.1105645,cassan_4_9_996.det.lc.gz,1.92938460189e-06,1.78395e-07,0.997519765308,2.5455,0.00185299019868,0.00188112
327,-19661.4269163,-19597.0414054,cassan_50_126_2558.det.lc.gz,1.40552451628e-08,0.000379436,1.00452055611,0.782517,0.00899502649366,0.00850779
328,-19701.3819463,-19521.0729267,cassan_50_50_958.det.lc.gz,1.05863817794e-07,0.000105582,1.07404727463,1.08822,0.134102971266,0.126858
329,-34135.0268003,-21073.6211908,cassan_50_84_1630.det.lc.gz,9.78866164466e-07,7.5872e-05,2.12717059994,1.66559,1.33125023796,0.776759
330,-21480.5517902,-20588.252429,cassan_50_8_1986.det.lc.gz,0.000151966110155,0.00119116,1.16200897758,1.12162,0.300267578847,0.257923
331,-50732.1087718,-21515.1695682,cassan_50_96_1015.det.lc.gz,1.31584995979e-06,0.000932581,1.03505798796,0.929787,0.0247337338146,0.0281126
332,-28985.4906941,-19314.8182242,cassan_50_98_701.det.lc.gz,1.15156691783e-09,0.000117969,0.999559840379,0.319759,0.00082319383437,0.000990987
333,-48913.8076744,-25185.6268269,cassan_51_34_2663.det.lc.gz,1.29203215724e-06,3.68361e-05,0.979360548239,0.981358,0.0411819877354,0.0441926
334,-24798.316535,-20902.4372352,cassan_51_49_634.det.lc.gz,1.20213950869e-05,7.87936e-05,0.916335978956,0.912781,0.154625740253,0.156739
335,-27123.523237,-19700.9189237,cassan_51_56_2214.det.lc.gz,9.89083347763e-07,0.00183543,1.0787837671,1.18331,0.109972972152,0.0737858
336,-19960.406867,-19234.6894426,cassan_51_71_1318.det.lc.gz,1.85394684934e-07,0.000274295,1.00988253363,0.914388,0.0195647575465,0.0182136
337,-24139.4281728,-24104.2354715,cassan_51_75_1540.det.lc.gz,1.46497481051e-15,0.000358831,1.04744042365,2.66398,4.34341376956e-05,0.491159
338,-27539.4122649,-25761.6770446,cassan_51_83_1192.det.lc.gz,7.61990189523e-07,0.000201594,1.0048160244,1.16089,0.00617719966319,0.00622058
339,-20175.966462,-19381.042839,cassan_51_83_1629.det.lc.gz,0.000113164381026,2.63638e-06,1.96998547208,1.76942,0.233588794763,0.246689
340,-53709.1472442,-24260.5337028,cassan_5_110_3107.det.lc.gz,2.44592292027e-06,1.74388e-05,1.03274384971,1.05771,0.0598408360393,0.059809
341,-22506.4555966,-20516.0353695,cassan_5_113_2181.det.lc.gz,1.65821364194e-05,1.92637e-05,1.62236942607,1.62029,0.435699982967,0.436567
342,-19399.3254618,-19256.0748662,cassan_5_19_939.det.lc.gz,9.12829842534e-06,0.000137187,0.995485710344,1.61209,0.00629744075701,0.00741684
343,-43321.9866861,-19445.953607,cassan_5_23_1806.det.lc.gz,9.22564313765e-07,0.000402232,1.01249797721,0.876559,0.0208138404858,0.0205947
344,-30451.3004146,-21986.7394893,cassan_5_30_1599.det.lc.gz,8.51588058198e-07,0.000505855,0.998488913007,1.59308,0.00301149127891,0.0024671
345,-21465.0532503,-20654.2321423,cassan_5_4_2952.det.lc.gz,1.04923983407e-06,4.81648e-05,0.939478265374,0.931718,0.124032073078,0.136287
346,-19572.3768482,-19523.1034882,cassan_5_73_1003.det.lc.gz,4.3683266064e-08,9.13448e-05,1.03704710372,0.978394,0.0716757313316,0.0702959
347,-26251.9487362,-24092.0549033,cassan_6_109_2033.det.lc.gz,0.00102250343618,0.0132668,1.10217678979,1.19487,0.164456763121,0.140727
348,-23623.2235998,-19740.6553015,cassan_6_136_2878.det.lc.gz,3.79352488904e-06,0.000326174,1.00108742155,1.87127,0.00184282348931,0.00185573
349,-34422.3624158,-19393.7057633,cassan_6_136_597.det.lc.gz,4.91669900186e-07,0.000117414,0.999097538521,0.80089,0.00171403456178,0.00189596
350,-130042.166022,-25613.0317222,cassan_6_19_20.det.lc.gz,3.35657360321e-06,0.00148424,1.26959751727,1.21215,0.4791934393,0.447443
