,Unnamed: 0,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,name,q_fitted,q_fitted_log,q_true,q_true_log,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c
22,22,0.0254667034593,-20500.0180115,-20419.3935166,3.33795306,0.218309539535,0.0756391,cassan_0_150_2912.det.lc.gz,0.000187956103896,-3.72594356596,0.000415326,-3.38161088059,0.385824508436,2.59185193821,2.59185193821,0.413610188459,2.08326,0.31874347519,544.398471297,545.285241008,3.4911410091,5.16711,0.0478625251522,0.1053,542.322339,2.12436007153,1.46714,2.20602742978
23,23,-0.0833336715291,-24682.4917229,-20606.4848112,2.15683696,0.848508301145,0.844603,cassan_0_150_742.det.lc.gz,9.049113716e-05,-4.04339395418,0.000283636,-3.54723864793,0.945425246114,1.05772508626,0.945425246114,-0.024372804718,0.828356,-0.0817829776983,331.296776824,331.293891817,5.84277380286,5.86097,0.0555804548128,0.0987,331.682991389,0.0907848049568,0.0908067,0.112299840147
24,24,0.0175131811916,-36184.1103608,-23544.1821169,3.2350209,0.893044163153,0.746845,cassan_0_151_2503.det.lc.gz,3.44215723255e-05,-4.46316929564,0.000182296,-3.73922286068,0.358506316559,2.78935113222,2.78935113222,0.445503188051,2.74563,0.438642011493,1782.52866464,1781.74950957,8.3466376369,12.0261,0.0489696400227,0.1624,1786.9379088,-2.37274980594,2.36616,2.43084481566
25,25,-0.027760054327,-20495.8847345,-20397.0075384,1.0445848,0.673500396498,0.674311,cassan_0_151_2739.det.lc.gz,2.42887109737e-05,-4.61459553303,7.88333e-06,-5.10329029328,0.944269319642,1.05901989951,0.944269319642,-0.0249041207941,0.99071,-0.00405345331622,1612.30213627,1612.30079591,18.6690151034,18.6533,0.0920075869019,0.0524,1614.13627215,0.0592927609615,0.0593902,0.11475057987
26,26,0.236864570883,-20790.0380526,-20600.0080573,162.027576,0.26022746799,0.263865,cassan_0_17_1966.det.lc.gz,1.81035954633e-05,-4.74223516354,0.000567869,-3.24575183883,0.97612388008,1.02446013299,1.02446013299,0.0104950624347,0.526033,-0.278987010089,1458.48254996,1458.57329786,118.873931308,117.924,0.505788608503,2.8101,1460.0698519,0.046455307588,0.0464374,0.0483362529086
27,27,-0.0732775778331,-20509.5049268,-20449.5610253,5.948997,0.319783216452,0.315438,cassan_0_18_1090.det.lc.gz,0.000149412999774,-3.82561161481,7.46095e-05,-4.12720587045,0.899550368102,1.11166648968,0.899550368102,-0.0459745143905,1.00023,9.98762455097e-05,1398.12662775,1398.1282711,29.3320500079,29.597,0.358539170468,0.2556,1396.29204237,0.202685271972,0.200618,0.212116121581
28,28,-0.0715941393845,-24517.5599187,-21250.8238845,2.1186774,0.552782596475,0.550587,cassan_0_18_2305.det.lc.gz,8.0829605313e-06,-5.09242954184,3.12064e-05,-4.50575632907,0.886115480834,1.12852108064,0.886115480834,-0.0525096760577,0.875435,-0.0577760942285,141.866274103,141.877896711,11.6727600826,11.7054,0.0331862964496,0.0654,140.205486419,0.196257952922,0.196228,0.242405599803
29,29,0.816184465497,-52138.8681802,-20951.8305909,7.2447585,0.190873680508,0.191175,cassan_0_18_383.det.lc.gz,2.53986338323e-05,-4.59518964303,0.00167498,-2.77599037426,0.97555107999,1.02506165029,1.02506165029,0.0107499859546,1.38075,0.140115051896,527.757326673,527.761554122,11.0580442307,11.0607,0.0557292888583,0.4527,528.018601681,0.0435090019805,0.0428685,0.0495105703025
30,30,0.0431864044265,-20646.0291498,-20519.4754592,13.50583,0.832818840578,0.831923,cassan_0_21_1057.det.lc.gz,2.01368575494e-05,-4.69600830217,3.44394e-05,-4.46294442339,0.98251317342,1.01779805814,1.01779805814,0.00766161794454,1.3286,0.123394248106,1586.08325554,1586.08283579,23.4720500505,23.4884,0.105328735763,0.1378,1585.70941359,0.0314857145096,0.031472,0.0352848847156
31,31,0.104427718963,-22210.7385649,-20700.1941319,1.23208146,0.195931573752,0.246035,cassan_0_22_184.det.lc.gz,0.000144141208324,-3.84121184161,0.000215451,-3.66665148582,0.72115343675,1.38666745389,1.38666745389,0.141972322459,1.43368,0.156452226825,1637.52328531,1637.51922011,2.13993944337,1.92814,0.0256918609546,0.0283,1636.26029483,0.307528612579,0.365729,0.665514017138
32,32,0.014782786076,-20887.7157594,-20635.6039604,4.99037015,0.420605355746,0.425582,cassan_0_23_2792.det.lc.gz,3.32231489502e-05,-4.47855920672,1.67512e-05,-4.77595407611,0.52194858888,1.91589750658,1.91589750658,0.282372272218,1.91974,0.28324241401,1596.13293806,1596.13318563,3.70212635701,3.68293,0.0213388806403,0.0151,1601.13304292,0.344911209803,0.348433,1.3939489177
33,33,0.13621874246,-20693.2697924,-20627.906035,6.584914,0.151313465919,0.0216352,cassan_0_23_2851.det.lc.gz,0.0112530949253,-1.94872801763,0.162504,-0.789135944491,0.417985444129,2.3924278083,2.3924278083,0.378838841776,0.61378,-0.211987267144,1426.04125222,1425.56800604,4.88859338472,9.599,0.518584947725,3.8695,1421.31986561,1.72210907915,0.748535,1.97444236417
34,34,0.0814613793327,-20475.1278491,-20175.0379434,0.76410215,0.591146211552,0.589566,cassan_0_24_2793.det.lc.gz,2.62331649787e-05,-4.58114930949,0.000177236,-3.75144806003,0.941729863706,1.06187563816,1.06187563816,0.0260736572141,0.96248,-0.0166082862141,148.471292099,148.468732685,9.19455621366,9.20605,0.0470929739845,0.1226,148.112485756,0.113631649108,0.112707,0.120145774456
35,35,0.0159747957865,-20476.2971909,-20433.1504407,2.7716,0.309106864838,0.34913,cassan_0_30_1802.det.lc.gz,3.57506361663e-06,-5.44671622572,1.57276e-05,-4.80333754478,0.705684419711,1.41706401908,1.41706401908,0.15138947093,1.43694,0.157438634374,1770.80451299,1770.81631422,17.1688220427,16.4,0.0324625316652,0.065,1771.40292743,0.710525216351,0.760152,0.711379599373
36,36,-0.464019651779,-20812.6400592,-20565.9689159,1040.48412,0.842954035812,0.843062,cassan_0_31_1668.det.lc.gz,2.82133998571e-06,-5.54954457601,1.15066e-06,-5.93905298387,0.984493908155,1.01575031772,0.984493908155,-0.0067869668419,1.34331,0.128176247779,180.808618774,180.804522336,1740.04073309,1739.94,2.92271943121,1.8664,177.856524625,0.0312103316568,0.0312755,0.0312564095621
37,37,-0.0865907323431,-21328.2029911,-20571.0769654,2.9426456,0.934087585264,0.933842,cassan_0_31_2839.det.lc.gz,0.000437233060258,-3.35928700742,2.01949e-05,-4.694758293,0.952502794478,1.04986568627,0.952502794478,-0.0211337415058,1.07136,0.0299354276411,338.779318882,338.780197799,21.6294402291,21.6371,0.452274160644,0.0972,336.719488612,0.0202549526305,0.0202836,0.0973628917934
38,38,-0.00620590270602,-21225.1314155,-20584.9009308,2.73247392,1.28192853509,0.993255,cassan_0_32_1213.det.lc.gz,0.00551023207974,-2.25883010917,0.000300574,-3.5220485891,0.434463387268,2.30168992211,0.434463387268,-0.362046816171,0.495034,-0.305364971763,485.917582761,485.878746808,7.21965288426,7.76271,0.535921601907,0.1346,492.439438661,1.63416587212,1.48382,1.86722653484
39,39,-0.0420991088236,-22473.3420635,-21881.4028298,1.1620007,0.0538185491123,0.0552221,cassan_0_32_462.det.lc.gz,2.97314038643e-07,-6.52678458369,1.52487e-05,-4.81676717972,0.910779536741,1.0979605488,0.910779536741,-0.0405867356109,0.912534,-0.0397509452416,1442.19214603,1442.21962988,24.0568521984,23.7143,0.0131173621262,0.0926,1442.82661308,0.185313684695,0.18988,0.187181012063
40,40,0.0407956905229,-21536.8102666,-20889.5437435,11.6004,0.502457157268,0.500753,cassan_0_33_1599.det.lc.gz,0.000210666056122,-3.67640543509,3.5803e-05,-4.44608058149,0.703424108263,1.4216174684,1.4216174684,0.152782751307,0.702731,-0.153210887744,133.359597721,133.360935375,16.5207328455,16.572,0.239787528154,0.0992,144.886399858,0.170270917993,0.169859,0.718193360136
41,41,0.0299331883776,-20796.9136746,-20738.7898622,4.37183936,0.041760853381,0.0361485,cassan_0_33_2226.det.lc.gz,2.73101092284e-07,-6.56367656287,1.53833e-06,-5.81295049041,0.471146420574,2.1224824308,2.1224824308,0.326844103985,1.97218,0.29494655028,1640.65569234,1638.262133,11.4788653554,9.75857,0.00599874885852,0.0121,1633.87223649,1.54197490879,1.39506,1.65133601022
42,42,0.122462934544,-20657.0893936,-20593.3685639,4.72765257,0.0179403835763,0.0124839,cassan_0_33_2252.det.lc.gz,0.000196489401107,-3.70666087106,0.00756157,-2.12138802308,0.937698856387,1.06644046027,1.06644046027,0.0279366136549,0.677606,-0.169022757112,1762.96158664,1762.96403289,4.72083258107,5.93181,0.0661741182874,0.5158,1762.41291651,0.0553766655567,0.038318,0.128741603882
43,43,0.0942936321635,-20959.3377439,-20621.2611833,17.23744,0.518025452324,0.27721,cassan_0_33_514.det.lc.gz,0.000219158526739,-3.65924162771,0.00046949,-3.32837365365,0.46601006869,2.14587638162,2.14587638162,0.331604699771,1.88391,0.27506015141,144.64108655,144.54137899,15.4304716363,18.88,0.228432759816,0.4091,128.66074848,1.32265292667,0.998731,1.67986631293
44,44,-0.0903271744122,-21022.010178,-20872.4693279,3.95495222,0.167627397167,0.16732,cassan_0_33_660.det.lc.gz,0.000200484539692,-3.69791911225,8.80281e-05,-4.05537867186,0.749944757937,1.33343154868,0.749944757937,-0.124970726218,0.742324,-0.129406498091,300.734094424,300.737540871,7.23835672928,7.23026,0.102489748306,0.0678,296.947607055,0.25847309883,0.257611,0.583486790744
45,45,0.00659655373308,-20845.7224225,-20766.9326869,2.30131206,0.013927492031,0.0125633,cassan_0_34_162.det.lc.gz,1.55604694996e-12,-11.8079773034,0.000198143,-3.70302126582,0.986150667774,1.01404382989,1.01404382989,0.00605672686023,1.19549,0.0775459476931,1764.014886,1764.0150851,5.9227063583,6.41034,7.38807932251e-06,0.0902,1763.86132301,0.0102847228122,0.00922108,0.0278931621187
46,46,0.0440206224344,-20508.540094,-20388.9378441,1.8379949,0.327711773639,0.327878,cassan_0_34_3231.det.lc.gz,1.23775134904e-05,-4.90736659165,7.63455e-06,-5.11721655629,0.958834141833,1.04293324191,1.04293324191,0.0182565101559,0.979944,-0.00879874184412,144.534667142,144.535823017,37.5267202437,37.5101,0.132025345848,0.1036,146.595574424,0.0636916668015,0.0637021,0.0840991000806
47,47,-0.0269422200801,-22891.178585,-21119.8317991,3.3269295,0.706367753146,0.715207,cassan_0_34_962.det.lc.gz,9.03198818826e-05,-4.04421663904,7.63351e-05,-4.11727572114,0.711266574305,1.40594263266,0.711266574305,-0.147967600322,0.721659,-0.141667967807,160.753606323,160.775376409,8.75017423431,8.6865,0.0831588320852,0.0759,156.899705926,0.537205811862,0.542186,0.694676058352
48,48,-0.270312200283,-20473.3300638,-20423.5783147,6.1002823,0.104990356495,0.102947,cassan_0_35_1856.det.lc.gz,0.000276631083582,-3.55809902209,0.000642106,-3.19239327191,0.916326606445,1.09131394087,0.916326606445,-0.0379497030843,1.13791,0.056107914037,1800.53860618,1800.5201304,30.5220300888,30.9659,0.507649432586,0.7847,1799.42280365,0.171126071018,0.168334,0.174987334422
49,49,0.147179205897,-29107.4759746,-23718.7448335,2.92858514,0.165579624826,0.155649,cassan_0_35_3024.det.lc.gz,2.16617700643e-05,-4.66430605843,0.000843656,-3.07383460048,0.771736665577,1.29577878648,1.29577878648,0.112530865722,1.27743,0.106337111197,1641.73825993,1641.74104035,5.60310667432,5.92831,0.0260780949114,0.1722,1638.80576623,0.0265476946668,0.0249029,0.524042120899
50,50,-0.0376236803745,-21303.4269669,-20794.2752922,9.48467877,7.07558853465,0.553837,cassan_0_36_1396.det.lc.gz,0.08119831913,-1.09045296091,0.0190451,-1.72021674265,0.408753711334,2.44646096726,0.408753711334,-0.388538291079,0.556556,-0.254491130939,167.708782049,167.800656483,4.30116586119,9.05891,1.22563092259,1.2502,166.547389832,2.01973788864,0.665225,2.03770725592
