,ampl_fitted,chi_2_1,chi_2_2,del_t,f_s_fitted,f_s_true,name,q_fitted,q_fitted_log,q_true,q_true_log,s_<_1,s_>_1,s_fitted,s_fitted_log,s_true,s_true_log,t0_fitted,t0_true,tE_fitted,tE_true,tEp_fitted,tEp_true,tp_fitted,u0_fitted,u0_true,x_c
1482,-0.506551254913,-20809.842001,-20693.0047734,19.53002604,0.153245709971,0.153954,cassan_47_59_2431.det.lc.gz,0.193738054786,-0.712785065082,0.0286598,-1.54272684462,0.801789747617,1.24720976163,0.801789747617,-0.0959395013183,2.95078,0.469936831205,151.064773922,151.099493131,7.65443844013,7.50001,3.36915353132,1.2697,154.108305582,0.200748702293,-0.20039,0.445420014011
1483,0.548037782034,-30960.2246488,-21116.5219397,5.10314656,0.309462523397,0.306357,cassan_47_59_350.det.lc.gz,7.52545234847e-05,-4.12346738988,0.00128501,-2.89109349262,0.973950431542,1.02674629798,1.02674629798,0.0114631456427,0.7464,-0.127028369262,137.632247261,137.634721175,8.57169908329,8.62018,0.0743589453463,0.309,137.963265246,0.0360012310867,-0.0352301,0.0527958664368
1484,-0.103300572946,-45814.8218213,-26548.4727392,0.66768282,0.387527595786,0.375676,cassan_47_5_2294.det.lc.gz,7.7822075855e-06,-5.10889718885,1.94014e-05,-4.71216693036,0.924898964616,1.0811991777,0.924898964616,-0.0339057067271,0.929407,-0.031794060876,306.278581298,306.275362819,5.50167186438,5.61078,0.0153477985381,0.0247,306.990854886,0.0875704705203,-0.0852302,0.156300213085
1485,-0.254127250204,-20639.7049158,-20580.1279295,6.71180799,0.100110087499,0.0930056,cassan_47_5_2609.det.lc.gz,0.0196326925577,-1.70702013429,0.0018762,-2.72672086837,0.90706474699,1.10245713255,0.90706474699,-0.042361711554,1.77914,0.250210123933,514.86511672,514.845939875,5.29892880331,5.53323,0.742468473025,0.2397,515.757459164,0.0990931088369,0.0939875,0.195392385555
1486,-0.555292675183,-21918.3903112,-21191.2897149,0.536991,0.0777501941828,0.0872362,cassan_47_5_2965.det.lc.gz,0.000673585322689,-3.17160738461,0.00415881,-2.38103092042,0.915745642762,1.09200628789,0.915745642762,-0.0382251390887,1.04217,0.0179385673704,1609.19039502,1609.22623158,5.70939816365,5.36991,0.14817899288,0.3463,1609.96356418,0.112823410415,-0.129768,0.176260645124
1487,-0.0330246215979,-21058.3218773,-20573.4496907,4.6377023,0.797819231512,0.796942,cassan_47_60_2948.det.lc.gz,6.34822549807e-05,-4.19734765488,1.67358e-05,-4.77635352279,0.945076015136,1.0581159441,0.945076015136,-0.0245332585528,0.890664,-0.050286101201,1806.28006767,1806.27905309,21.35672595,21.3719,0.170161320586,0.0874,1807.90861326,0.083446287835,0.0835919,0.113039928962
1488,2.12158853712,-32285.5877159,-22839.9307334,18.3546738,0.0925737680705,0.0634432,cassan_47_61_1136.det.lc.gz,2.78545224487e-05,-4.55510428289,0.00267516,-2.57265023793,0.952896066467,1.04943239372,1.04943239372,0.0209544658058,0.810532,-0.0912298344255,1425.22077142,1425.18702507,32.9304899591,43.5978,0.173798510857,2.255,1427.61388081,0.0635461240006,0.0435019,0.0965363272535
1489,0.782207011178,-32309.612245,-26427.7333413,0.85996844,0.77657658803,0.555774,cassan_47_62_2058.det.lc.gz,0.00424994290951,-2.37161690389,0.00692085,-2.1598405634,0.800737622232,1.24884852695,1.24884852695,0.096509765918,1.19237,0.0764110406595,144.981275008,145.011180639,4.5371826917,5.27588,0.29578613649,0.4389,145.691064291,0.419917172566,0.313751,0.448110904721
1490,-0.108229187899,-20669.3193882,-20617.2063964,14.31541674,0.251388684424,0.240705,cassan_47_63_2036.det.lc.gz,0.000140749149867,-3.85155421963,0.0160772,-1.79378958559,0.952297983276,1.05009148141,0.952297983276,-0.0212271353939,2.05462,0.312731511291,1596.65946745,1596.69830739,8.90995554699,9.14139,0.105705705097,1.1591,1596.88548689,0.0944461760279,-0.082312,0.0977934981326
1491,0.209312863623,-36579.6571834,-23080.8717279,2.238447,0.774499208798,0.701795,cassan_47_63_2715.det.lc.gz,4.52962288187e-05,-4.34393795409,0.000106905,-3.97100198215,0.805778790279,1.2410353959,1.2410353959,0.0937841683027,1.21985,0.0863064305294,1810.80187582,1810.76732039,9.31852180934,9.81775,0.0627159563162,0.1015,1813.1364046,0.355928656571,0.328834,0.435256605618
1492,-0.0282049185377,-20622.0933456,-20412.420908,0.59329048,0.479751764906,0.47624,cassan_47_63_790.det.lc.gz,3.80560140715e-05,-4.419576701,0.000142055,-3.84754347553,0.957359634773,1.04453954781,0.957359634773,-0.0189248876591,0.893612,-0.048851007866,547.034991385,547.035836577,2.7849613807,2.79854,0.0171803033031,0.0334,547.149586395,0.0768582885181,-0.0762414,0.0871799130389
1493,0.0719928410111,-21663.5627701,-21070.1593794,6.2781625,0.517762970914,0.0911264,cassan_47_69_1163.det.lc.gz,0.000403340435717,-3.39432823689,0.0227882,-1.64228997763,0.554061374943,1.80485420068,1.80485420068,0.25644212458,1.02897,0.0124027129312,1818.04682773,1818.80446136,8.13326568899,14.9125,0.163343117901,2.2512,1813.79376638,1.13623745722,-0.42514,1.25079282573
1494,-0.129152209509,-22195.3498485,-20641.4991609,15.4104451,0.448520184121,0.442626,cassan_47_69_1745.det.lc.gz,3.32884531744e-05,-4.47770638488,5.10789e-05,-4.29175846397,0.917724654969,1.08965144892,0.917724654969,-0.0372876006777,0.854074,-0.0685044988668,1800.37927528,1800.37456691,56.7617404712,57.2879,0.32749336921,0.4094,1802.04241688,0.169411655851,-0.167692,0.171926793955
1495,0.0993220187629,-20763.9341693,-20423.4107691,1.47683046,0.139430680683,0.139216,cassan_47_69_2627.det.lc.gz,5.32968030561e-05,-4.27329884082,4.77709e-06,-5.32083657657,0.922349848519,1.08418730876,1.08418730876,0.0351043192254,0.92276,-0.034911239634,487.482776318,487.482910305,9.15947575964,9.17286,0.0668684408836,0.02,486.001720947,0.00675266041742,0.00675738,0.161837460239
1496,0.0176714221202,-20800.0419305,-20770.8672584,3.72388219,0.887143641506,0.890594,cassan_47_69_3193.det.lc.gz,0.0172025902357,-1.76440615539,0.000646712,-3.18928908047,0.749348457875,1.33449263756,1.33449263756,0.125316182113,0.874563,-0.0582089002312,503.694960195,503.69535774,9.7423177258,9.72293,1.27778919495,0.2473,500.261833568,0.467132460667,-0.467979,0.585144179685
